61.95,49.73,45.05,50.62,50.63,47.43,26.4,47.36,48.83,48.86,49,42.71,56.61,52.77,47.9,52.05,43.25,45.27,45.37,51.6,50.22,48.47,47.41,51.62,0.2,0,0.04,110,
59.63,48.21,45.94,49.73,50.63,51.27,24.5,50.96,51.56,46.13,48.1,41.72,57.56,49.77,47.06,48.49,45.98,45.27,46.28,52.6,49.36,48.47,46.4,50.73,0.2,0,0.04,110,
59.63,45.93,45.05,48.84,52.51,51.27,22.6,49.16,49.74,47.95,49,39.74,58.51,51.77,46.22,50.27,45.98,46.14,47.19,52.6,48.5,47.58,47.41,50.73,0.2,0,0.04,110,
59.63,48.21,44.16,53.29,49.69,49.35,27.35,50.96,52.47,46.13,50.8,41.72,58.51,52.77,47.9,49.38,44.16,47.01,46.28,48.6,48.5,45.8,46.4,50.73,0.2,0,0.04,110,
60.79,46.69,45.05,50.62,49.69,48.39,27.35,52.76,50.65,46.13,50.8,41.72,59.46,52.77,45.38,48.49,45.07,44.4,48.1,48.6,49.36,46.69,45.39,49.84,0.2,0,0.04,110,
60.79,47.45,44.16,47.95,51.57,48.39,26.4,49.16,47.92,48.86,49.9,42.71,60.41,53.77,47.9,47.6,42.34,46.14,45.37,48.6,47.64,45.8,48.42,48.06,0.2,0,0.04,110,
59.63,47.45,45.94,48.84,49.69,47.43,27.35,48.26,49.74,46.13,49,41.72,57.56,53.77,46.22,52.94,43.25,46.14,45.37,47.6,49.36,46.69,47.41,50.73,0.2,0,0.04,110,
58.47,45.93,45.05,51.51,50.63,48.39,22.6,48.26,49.74,47.04,48.1,42.71,55.66,52.77,45.38,50.27,44.16,47.88,46.28,50.6,49.36,47.58,46.4,51.62,0.2,0,0.04,110,
59.63,48.97,44.16,50.62,50.63,48.39,27.35,49.16,48.83,49.77,48.1,44.69,57.56,52.77,45.38,47.6,43.25,45.27,46.28,50.6,49.36,45.8,46.4,49.84,0.2,0,0.04,110,
59.63,48.21,46.83,51.51,52.51,49.35,26.4,52.76,50.65,46.13,51.7,43.7,58.51,52.77,46.22,50.27,45.07,46.14,46.28,49.6,47.64,47.58,47.41,52.51,0.2,0,0.04,110,
61.95,48.21,47.72,51.51,51.57,47.43,27.35,50.96,47.01,47.95,49.9,40.73,57.56,54.77,48.74,49.38,45.07,46.14,48.1,50.6,45.92,46.69,47.41,51.62,0.2,0,0.04,110,
60.79,46.69,43.27,51.51,51.57,47.43,28.3,48.26,48.83,49.77,48.1,43.7,58.51,53.77,47.06,48.49,46.89,46.14,47.19,50.6,47.64,47.58,48.42,49.84,0.2,0,0.04,110,
58.47,45.17,45.94,51.51,52.51,47.43,21.65,50.06,48.83,49.77,49.9,44.69,59.46,55.77,47.06,48.49,45.07,47.01,48.1,49.6,49.36,47.58,46.4,50.73,0.2,0,0.04,110,
