58.47,48.21,45.05,47.95,51.57,49.35,25.45,50.06,50.65,47.04,47.20,43.70,59.46,50.77,45.38,47.60,43.25,46.14,47.19,53.60,47.64,47.58,44.38,48.95,0.20,0,0.09,125,"62
"
59.63,48.21,45.05,47.95,49.69,48.39,24.50,51.86,48.83,48.86,49.90,43.70,55.66,52.77,47.06,47.60,42.34,46.14,46.28,52.60,47.64,48.47,48.42,48.06,0.20,0,0.09,125,"124
"
59.63,47.45,46.83,48.84,51.57,51.27,24.50,50.06,48.83,48.86,49.00,42.71,56.61,53.77,45.38,47.60,41.43,47.88,47.19,54.60,47.64,48.47,46.40,51.62,0.20,0,0.09,125,"187
"
58.47,49.73,46.83,50.62,51.57,48.39,27.35,49.16,49.74,47.95,48.10,43.70,57.56,53.77,45.38,48.49,41.43,47.01,47.19,51.60,50.22,47.58,45.39,48.06,0.20,0,0.09,125,"249
"
58.47,47.45,45.94,47.06,50.63,46.47,24.50,51.86,51.56,46.13,49.00,42.71,57.56,52.77,47.06,47.60,45.07,44.40,45.37,53.60,49.36,47.58,46.40,49.84,0.20,0,0.09,125,"312
"
58.47,47.45,46.83,47.95,49.69,51.27,26.40,48.26,47.92,45.22,49.90,42.71,57.56,53.77,43.70,48.49,44.16,45.27,49.01,53.60,50.22,47.58,46.40,48.95,0.20,0,0.09,125,"374
"
58.47,46.69,47.72,49.73,50.63,52.23,23.55,50.06,49.74,48.86,49.00,44.69,55.66,53.77,45.38,47.60,42.34,45.27,48.10,51.60,49.36,49.36,44.38,48.95,0.20,0,0.09,125,"437
"
60.79,46.69,46.83,50.62,51.57,47.43,23.55,50.96,49.74,49.77,49.90,45.68,57.56,52.77,47.90,47.60,42.34,47.88,49.01,50.60,49.36,49.36,46.40,51.62,0.20,0,0.09,125,"499
"
58.47,49.73,45.05,49.73,49.69,47.43,23.55,50.96,52.47,47.95,50.80,43.70,58.51,52.77,46.22,47.60,42.34,47.88,48.10,55.60,51.94,49.36,47.41,51.62,0.20,0,0.09,125,"562
"
59.63,47.45,45.94,48.84,49.69,49.35,23.55,48.26,52.47,47.04,50.80,44.69,55.66,51.77,46.22,47.60,45.98,47.01,48.10,56.60,49.36,48.47,43.37,49.84,0.20,0,0.09,125,"625
"
58.47,47.45,47.72,47.95,48.75,49.35,27.35,50.96,49.74,48.86,49.90,42.71,54.71,51.77,48.74,48.49,43.25,44.40,48.10,52.60,49.36,45.80,47.41,49.84,0.20,0,0.09,125,"688
"
58.47,47.45,45.94,48.84,49.69,49.35,28.30,50.96,48.83,48.86,49.00,43.70,59.46,52.77,47.90,49.38,43.25,46.14,48.10,53.60,49.36,49.36,44.38,48.95,0.20,0,0.09,125,"750
"
60.79,47.45,45.05,50.62,49.69,50.31,24.50,49.16,50.65,48.86,50.80,41.72,54.71,53.77,49.58,47.60,45.07,47.01,49.92,54.60,48.50,49.36,45.39,50.73,0.20,0,0.09,125,"813
"
57.31,48.97,45.94,47.95,48.75,50.31,26.40,51.86,50.65,47.04,49.90,42.71,56.61,54.77,47.90,48.49,44.16,46.14,46.28,53.60,49.36,47.58,43.37,48.06,0.20,0,0.09,125,"875
"
59.63,48.21,45.94,50.62,50.63,48.39,27.35,51.86,48.83,50.68,49.90,42.71,56.61,54.77,47.06,47.60,44.16,46.14,48.10,52.60,48.50,48.47,45.39,49.84,0.20,0,0.09,125,"938
"
59.63,48.21,46.83,50.62,47.81,48.39,27.35,50.06,49.74,49.77,50.80,43.70,54.71,52.77,47.06,47.60,44.16,47.01,49.01,52.60,49.36,52.03,45.39,48.95,0.20,0,0.09,125,"1000
"
60.79,48.21,45.05,47.95,49.69,50.31,21.65,50.96,48.83,47.04,50.80,44.69,57.56,52.77,47.06,45.82,44.16,47.88,49.01,54.60,50.22,47.58,41.35,51.62,0.20,0,0.09,125,"1062
"
57.31,50.49,46.83,49.73,47.81,49.35,25.45,50.06,49.74,49.77,51.70,43.70,59.46,53.77,45.38,47.60,42.34,47.01,49.01,52.60,50.22,49.36,45.39,50.73,0.20,0,0.09,125,"1125
"
58.47,48.97,47.72,48.84,51.57,49.35,25.45,49.16,49.74,48.86,48.10,41.72,57.56,53.77,48.74,49.38,44.16,47.01,49.01,54.60,51.08,51.14,44.38,51.62,0.20,0,0.09,125,"1187
"
59.63,49.73,44.16,47.95,49.69,50.31,28.30,50.96,49.74,48.86,47.20,42.71,58.51,49.77,49.58,49.38,43.25,45.27,48.10,54.60,50.22,49.36,43.37,52.51,0.20,0,0.09,125,"1250
"
57.31,48.21,45.94,50.62,48.75,50.31,27.35,50.06,50.65,48.86,49.00,43.70,57.56,51.77,49.58,48.49,44.16,46.14,48.10,54.60,50.22,50.25,43.37,48.95,0.20,0,0.09,125,"1313
"
57.31,50.49,45.94,48.84,50.63,49.35,22.60,51.86,49.74,47.95,49.00,43.70,54.71,55.77,47.06,49.38,44.16,46.14,47.19,51.60,49.36,48.47,45.39,48.95,0.20,0,0.09,125,"1376
"
57.31,48.21,46.83,48.84,48.75,49.35,23.55,50.96,49.74,47.95,49.90,42.71,56.61,52.77,47.90,49.38,42.34,47.01,47.19,51.60,48.50,48.47,46.40,49.84,0.20,0,0.09,125,"1438
"
