58.47,45.93,44.16,44.39,51.57,48.39,25.45,50.06,49.74,49.77,49.9,44.69,56.61,51.77,46.22,47.6,45.98,43.53,41.73,48.6,49.36,47.58,44.38,54.29,0.2,0,0,105,
60.79,47.45,46.83,47.06,47.81,50.31,25.45,49.16,52.47,49.77,49.9,42.71,57.56,50.77,44.54,49.38,43.25,46.14,44.46,50.6,49.36,47.58,47.41,54.29,0.2,0,0,105,
63.11,45.93,45.94,45.28,51.57,46.47,30.2,50.06,47.01,47.95,46.3,41.72,56.61,51.77,44.54,50.27,45.07,47.88,41.73,52.6,49.36,47.58,46.4,51.62,0.2,0,0,105,
59.63,46.69,45.05,45.28,51.57,49.35,29.25,50.06,51.56,48.86,48.1,44.69,58.51,49.77,42.02,49.38,46.89,45.27,41.73,51.6,48.5,45.8,46.4,53.4,0.2,0,0,105,
60.79,46.69,43.27,46.17,50.63,47.43,26.4,50.06,51.56,47.95,49,44.69,55.66,51.77,47.06,49.38,44.16,47.88,43.55,51.6,49.36,48.47,48.42,53.4,0.2,0,0,105,
60.79,45.93,47.72,45.28,50.63,47.43,25.45,48.26,48.83,47.95,48.1,44.69,55.66,48.77,46.22,47.6,45.07,46.14,41.73,52.6,49.36,44.02,45.39,54.29,0.2,0,0,105,
59.63,45.17,45.94,44.39,48.75,45.51,22.6,49.16,50.65,49.77,48.1,43.7,59.46,50.77,45.38,49.38,45.07,47.01,41.73,51.6,50.22,49.36,48.42,54.29,0.2,0,0,105,
60.79,46.69,41.49,46.17,49.69,50.31,27.35,49.16,49.74,47.95,49,42.71,56.61,54.77,44.54,47.6,43.25,46.14,44.46,50.6,49.36,44.91,47.41,54.29,0.2,0,0,105,
60.79,45.93,45.05,47.06,47.81,49.35,26.4,48.26,49.74,47.95,47.2,44.69,55.66,51.77,43.7,49.38,43.25,47.01,42.64,51.6,48.5,47.58,47.41,52.51,0.2,0,0,105,
61.95,45.93,44.16,45.28,48.75,47.43,29.25,51.86,51.56,50.68,49,45.68,57.56,50.77,45.38,46.71,45.07,47.01,40.82,51.6,48.5,47.58,47.41,53.4,0.2,0,0,105,
63.11,45.93,44.16,46.17,47.81,49.35,29.25,50.06,49.74,48.86,48.1,43.7,58.51,49.77,44.54,49.38,44.16,47.88,41.73,52.6,48.5,47.58,44.38,50.73,0.2,0,0,105,
60.79,45.93,45.94,45.28,47.81,49.35,23.55,49.16,49.74,49.77,49,42.71,55.66,50.77,46.22,46.71,43.25,45.27,43.55,50.6,49.36,49.36,44.38,54.29,0.2,0,0,105,
