Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,r,theta,z
38.65,58.69,50.26,56.98,41.9,60.04,56.01,0.6,0.13,80
36.11,53.15,53.37,55.07,42.89,64.26,54.95,0.6,0.13,80
35.26,54.26,56.48,58.88,37.94,58.64,52.83,0.6,0.13,80
36.95,54.26,56.48,56.98,36.94,60.04,52.83,0.6,0.13,80
36.11,57.58,50.26,52.21,40.91,61.45,57.07,0.6,0.13,80
37.8,57.58,52.33,57.93,39.92,64.26,53.89,0.6,0.13,80
35.26,55.37,53.37,56.98,43.88,58.64,52.83,0.6,0.13,80
36.95,56.47,52.33,57.93,39.92,64.26,50.71,0.6,0.13,80
37.8,54.26,51.3,56.02,39.92,60.04,51.77,0.6,0.13,80
36.95,55.37,58.55,56.02,39.92,62.85,53.89,0.6,0.13,80
36.11,56.47,54.41,56.98,43.88,62.85,56.01,0.6,0.13,80
35.26,56.47,52.33,56.02,38.93,62.85,54.95,0.6,0.13,80
36.95,56.47,53.37,55.07,46.85,62.85,57.07,0.6,0.13,80
36.11,62.01,51.3,56.02,41.9,61.45,56.01,0.6,0.13,80
37.8,58.69,51.3,56.02,40.91,58.64,53.89,0.6,0.13,80
36.95,55.37,54.41,53.16,38.93,61.45,53.89,0.6,0.13,80
36.95,55.37,51.3,52.21,40.91,64.26,53.89,0.6,0.13,80
35.26,55.37,50.26,56.98,41.9,64.26,57.07,0.6,0.13,80
35.26,55.37,54.41,56.02,41.9,62.85,53.89,0.6,0.13,80
38.65,55.37,52.33,54.11,41.9,61.45,52.83,0.6,0.13,80
36.95,57.58,53.37,56.02,44.87,61.45,53.89,0.6,0.13,80
36.95,54.26,54.41,53.16,38.93,62.85,56.01,0.6,0.13,80
36.95,52.04,54.41,55.07,41.9,62.85,53.89,0.6,0.13,80
36.95,55.37,53.37,54.11,40.91,65.66,53.89,0.6,0.13,80
37.8,54.26,52.33,54.11,40.91,58.64,52.83,0.6,0.13,80
37.8,56.47,52.33,54.11,34.96,61.45,53.89,0.6,0.13,80
37.8,56.47,51.3,56.02,40.91,62.85,54.95,0.6,0.13,80
36.11,55.37,53.37,55.07,41.9,62.85,54.95,0.6,0.13,80
36.11,53.15,52.33,54.11,36.94,58.64,51.77,0.8,0.13,80
36.11,55.37,53.37,56.02,40.91,60.04,54.95,0.8,0.13,80
36.11,52.04,50.26,53.16,37.94,62.85,54.95,0.8,0.13,80
36.11,55.37,52.33,56.98,39.92,60.04,56.01,0.8,0.13,80
36.11,54.26,51.3,55.07,40.91,61.45,53.89,0.8,0.13,80
37.8,54.26,51.3,54.11,35.95,61.45,52.83,0.8,0.13,80
36.11,57.58,50.26,55.07,38.93,58.64,53.89,0.8,0.13,80
36.11,56.47,49.23,56.02,40.91,60.04,53.89,0.8,0.13,80
36.95,54.26,51.3,53.16,38.93,61.45,52.83,0.8,0.13,80
35.26,62.01,49.23,53.16,36.94,60.04,51.77,0.8,0.13,80
37.8,53.15,53.37,55.07,39.92,57.24,53.89,0.8,0.13,80
37.8,54.26,50.26,53.16,41.9,62.85,53.89,0.8,0.13,80
38.65,57.58,52.33,54.11,34.96,60.04,52.83,0.8,0.13,80
36.95,56.47,50.26,55.07,41.9,60.04,52.83,0.8,0.13,80
36.11,53.15,50.26,55.07,30.01,62.85,53.89,0.8,0.13,80
35.26,56.47,50.26,57.93,33.97,60.04,52.83,0.8,0.13,80
38.65,56.47,52.33,52.21,35.95,57.24,53.89,0.8,0.13,80
35.26,55.37,52.33,56.02,35.95,53.02,52.83,0.8,0.13,80
36.11,52.04,46.12,56.98,38.93,58.64,52.83,0.8,0.13,80
36.11,52.04,51.3,54.11,38.93,60.04,51.77,0.8,0.13,80
36.11,56.47,52.33,54.11,35.95,58.64,49.65,0.8,0.13,80
36.11,54.26,52.33,58.88,37.94,62.85,50.71,0.8,0.13,80
36.95,54.26,50.26,56.02,36.94,60.04,47.53,0.8,0.13,80
36.11,52.04,50.26,55.07,39.92,60.04,51.77,0.8,0.13,80
37.8,50.94,49.23,55.07,37.94,60.04,50.71,0.8,0.13,80
36.11,52.04,50.26,56.98,41.9,60.04,51.77,0.8,0.13,80
35.26,53.15,52.33,56.02,43.88,61.45,53.89,0.8,0.13,80
34.41,53.15,51.3,56.02,37.94,62.85,52.83,0.8,0.13,80
34.41,55.37,48.19,55.07,36.94,64.26,50.71,0.8,0.13,80
34.41,54.26,51.3,51.25,39.92,58.64,54.95,0.8,0.13,80
36.95,50.94,51.3,53.16,33.97,62.85,53.89,0.8,0.13,80
36.11,52.04,51.3,53.16,34.96,57.24,53.89,0.8,0.13,80
36.11,53.15,49.23,56.98,34.96,61.45,52.83,0.8,0.13,80
36.95,56.47,50.26,56.02,34.96,55.83,52.83,0.8,0.13,80
36.11,52.04,56.48,52.21,33.97,62.85,51.77,0.8,0.13,80
35.26,54.26,48.19,55.07,38.93,60.04,52.83,0.8,0.13,80
36.11,50.94,51.3,58.88,35.95,57.24,52.83,0.8,0.13,80
36.95,54.26,51.3,52.21,39.92,57.24,50.71,0.8,0.13,80
36.95,52.04,49.23,54.11,29.02,58.64,52.83,0.8,0.13,80
35.26,50.94,51.3,56.98,31,62.85,53.89,0.8,0.13,80
37.8,52.04,51.3,55.07,36.94,61.45,56.01,0.8,0.13,80
36.95,52.04,49.23,55.07,33.97,57.24,53.89,0.8,0.13,80
36.95,49.83,51.3,55.07,31.99,60.04,53.89,0.8,0.13,80
39.5,53.15,51.3,51.25,33.97,62.85,54.95,0.8,0.13,80
35.26,54.26,52.33,54.11,32.98,65.66,51.77,0.8,0.13,80
36.11,54.26,52.33,55.07,37.94,57.24,54.95,0.8,0.13,80
36.11,57.58,54.41,56.98,34.96,58.64,54.95,0.8,0.13,80
36.11,55.37,48.19,56.02,38.93,60.04,50.71,0.8,0.13,80
37.8,50.94,53.37,55.07,33.97,57.24,49.65,0.8,0.13,80
36.11,55.37,50.26,53.16,32.98,58.64,51.77,0.8,0.13,80
36.11,49.83,52.33,55.07,36.94,61.45,50.71,0.8,0.13,80
36.95,53.15,49.23,54.11,36.94,58.64,50.71,0.8,0.13,80
36.95,52.04,50.26,56.98,34.96,57.24,52.83,0.8,0.13,80
36.95,52.04,52.33,56.02,36.94,62.85,52.83,0.8,0.13,80
36.95,55.37,50.26,56.98,41.9,54.43,53.89,0.8,0.13,80
36.11,55.37,50.26,54.11,32.98,60.04,51.77,0.8,0.13,80
35.26,54.26,49.23,57.93,31,58.64,53.89,0.8,0.13,80
35.26,50.94,50.26,56.02,23.07,62.85,51.77,0.8,0.13,80
35.26,50.94,48.19,55.07,36.94,62.85,49.65,0.8,0.13,80
35.26,52.04,48.19,52.21,31.99,65.66,54.95,0.8,0.13,80
36.95,52.04,50.26,58.88,37.94,62.85,52.83,0.8,0.13,80
36.11,53.15,48.19,55.07,29.02,62.85,51.77,0.8,0.13,80
37.8,56.47,51.3,55.07,28.03,60.04,51.77,0.8,0.13,80
36.11,52.04,48.19,56.02,28.03,62.85,52.83,0.8,0.13,80
37.8,50.94,47.15,53.16,33.97,60.04,53.89,0.8,0.13,80
36.95,52.04,48.19,55.07,30.01,60.04,52.83,0.8,0.13,80
36.95,50.94,50.26,55.07,34.96,58.64,53.89,0.8,0.13,80
34.41,53.15,51.3,56.02,33.97,62.85,52.83,0.8,0.13,80
36.11,50.94,51.3,55.07,32.98,58.64,52.83,0.8,0.13,80
36.95,49.83,49.23,56.98,33.97,61.45,52.83,0.8,0.13,80
36.11,53.15,49.23,55.07,34.96,54.43,54.95,0.8,0.13,80
35.26,52.04,50.26,55.07,28.03,55.83,52.83,0.8,0.13,80
37.8,49.83,51.3,56.02,31.99,64.26,52.83,0.8,0.13,80
38.65,48.72,50.26,56.02,34.96,58.64,56.01,0.8,0.13,80
35.26,52.04,51.3,58.88,29.02,60.04,52.83,0.8,0.13,80
36.11,53.15,50.26,56.02,34.96,55.83,51.77,0.8,0.13,80
36.95,53.15,52.33,53.16,33.97,60.04,52.83,0.8,0.13,80
37.8,49.83,50.26,53.16,36.94,60.04,52.83,0.8,0.13,80
35.26,48.72,52.33,53.16,31,64.26,50.71,0.8,0.13,80
37.8,46.51,50.26,52.21,31.99,60.04,52.83,0.8,0.13,80
36.95,45.4,49.23,56.02,31,58.64,49.65,1,0.13,80
36.95,49.83,53.37,56.98,32.98,58.64,51.77,1,0.13,80
35.26,49.83,51.3,56.98,29.02,58.64,52.83,1,0.13,80
36.95,52.04,53.37,54.11,32.98,57.24,51.77,1,0.13,80
37.8,46.51,51.3,56.02,28.03,58.64,51.77,1,0.13,80
36.95,52.04,51.3,56.98,30.01,58.64,51.77,1,0.13,80
36.95,50.94,52.33,56.98,21.09,57.24,50.71,1,0.13,80
36.11,45.4,55.44,55.07,19.11,60.04,51.77,1,0.13,80
36.11,52.04,51.3,55.07,28.03,60.04,51.77,1,0.13,80
36.11,49.83,51.3,56.02,13.16,54.43,50.71,1,0.13,80
35.26,53.15,51.3,54.11,27.03,58.64,50.71,1,0.13,80
36.11,47.62,52.33,56.98,26.04,54.43,50.71,1,0.13,80
36.95,52.04,51.3,56.98,25.05,64.26,51.77,1,0.13,80
36.11,52.04,49.23,56.98,33.97,62.85,51.77,1,0.13,80
36.95,50.94,52.33,55.07,25.05,55.83,51.77,1,0.13,80
36.95,54.26,52.33,55.07,14.15,58.64,50.71,1,0.13,80
37.8,48.72,52.33,56.02,24.06,58.64,51.77,1,0.13,80
36.95,48.72,54.41,56.98,26.04,58.64,50.71,1,0.13,80
36.95,46.51,53.37,54.11,34.96,60.04,50.71,1,0.13,80
36.95,48.72,52.33,53.16,33.97,57.24,50.71,1,0.13,80
36.11,47.62,51.3,55.07,31,60.04,51.77,1,0.13,80
38.65,47.62,51.3,53.16,26.04,57.24,49.65,1,0.13,80
36.95,49.83,50.26,56.98,27.03,58.64,50.71,1,0.13,80
37.8,50.94,53.37,58.88,30.01,60.04,48.59,1,0.13,80
35.26,48.72,50.26,53.16,25.05,61.45,52.83,1,0.13,80
36.95,53.15,51.3,55.07,31.99,57.24,50.71,1,0.13,80
36.95,48.72,53.37,56.02,21.09,60.04,52.83,1,0.13,80
37.8,49.83,52.33,55.07,31,61.45,53.89,1,0.13,80
35.26,49.83,53.37,55.07,28.03,61.45,51.77,1,0.13,80
37.8,48.72,53.37,55.07,32.98,61.45,53.89,1,0.13,80
34.41,50.94,53.37,56.02,23.07,60.04,51.77,1,0.13,80
35.26,46.51,50.26,56.98,26.04,62.85,50.71,1,0.13,80
36.95,52.04,50.26,56.02,25.05,60.04,51.77,1,0.13,80
38.65,48.72,52.33,53.16,23.07,60.04,51.77,1,0.13,80
36.11,45.4,54.41,54.11,20.1,58.64,51.77,1,0.13,80
38.65,46.51,53.37,56.02,17.12,57.24,52.83,1,0.13,80
36.95,49.83,50.26,56.98,20.1,61.45,50.71,1,0.13,80
37.8,47.62,51.3,54.11,21.09,62.85,50.71,1,0.13,80
37.8,50.94,52.33,56.98,20.1,60.04,53.89,1,0.13,80
36.95,48.72,53.37,56.02,21.09,57.24,51.77,1,0.13,80
36.95,52.04,51.3,53.16,26.04,60.04,52.83,1,0.13,80
37.8,47.62,49.23,53.16,23.07,62.85,52.83,1,0.13,80
39.5,46.51,54.41,56.02,23.07,61.45,50.71,1,0.13,80
36.95,45.4,52.33,55.07,31.99,61.45,48.59,1,0.13,80
36.95,46.51,50.26,54.11,22.08,65.66,51.77,1,0.13,80
36.11,49.83,53.37,58.88,16.13,57.24,50.71,1,0.13,80
36.11,50.94,51.3,57.93,21.09,60.04,52.83,1,0.13,80
37.8,50.94,50.26,58.88,23.07,58.64,47.53,1,0.13,80
38.65,52.04,50.26,57.93,22.08,58.64,52.83,1,0.13,80
36.95,56.47,52.33,57.93,22.08,60.04,50.71,1,0.13,80
37.8,49.83,50.26,57.93,19.11,58.64,50.71,1,0.13,80
37.8,47.62,52.33,54.11,23.07,60.04,47.53,1,0.13,80
37.8,47.62,51.3,54.11,14.15,55.83,51.77,1,0.13,80
36.95,47.62,54.41,56.02,13.16,58.64,51.77,1,0.13,80
34.41,50.94,52.33,55.07,25.05,57.24,51.77,1,0.13,80
36.95,48.72,50.26,58.88,13.16,60.04,52.83,1,0.13,80
40.35,44.3,52.33,52.21,16.13,60.04,51.77,1,0.13,80
36.95,50.94,53.37,54.11,22.08,58.64,51.77,1,0.13,80
37.8,49.83,51.3,51.25,17.12,55.83,50.71,1,0.13,80
38.65,48.72,51.3,56.98,17.12,57.24,50.71,1,0.13,80
36.95,50.94,52.33,55.07,17.12,61.45,51.77,1,0.13,80
38.65,48.72,52.33,55.07,20.1,57.24,51.77,1,0.13,80
36.95,49.83,52.33,58.88,21.09,57.24,53.89,1,0.13,80
38.65,48.72,50.26,57.93,17.12,61.45,50.71,1,0.13,80
36.11,50.94,51.3,56.02,19.11,57.24,53.89,1,0.13,80
37.8,53.15,54.41,56.02,21.09,58.64,48.59,1,0.13,80
38.65,49.83,51.3,53.16,21.09,54.43,49.65,1,0.13,80
38.65,50.94,53.37,56.02,20.1,60.04,49.65,1,0.13,80
38.65,50.94,54.41,54.11,11.18,55.83,49.65,1,0.13,80
37.8,50.94,52.33,55.07,23.07,58.64,50.71,1,0.13,80
38.65,48.72,53.37,56.98,25.05,54.43,50.71,1,0.13,80
37.8,47.62,53.37,56.02,18.12,55.83,51.77,1,0.13,80
37.8,49.83,52.33,55.07,20.1,60.04,50.71,1,0.13,80
39.5,47.62,53.37,56.02,13.16,61.45,50.71,1,0.13,80
36.11,48.72,55.44,56.02,17.12,61.45,51.77,1,0.13,80
38.65,49.83,51.3,54.11,16.13,57.24,49.65,1,0.13,80
37.8,49.83,50.26,56.98,14.15,54.43,50.71,1,0.13,80
36.95,48.72,49.23,56.02,11.18,60.04,49.65,1,0.13,80
37.8,48.72,52.33,53.16,19.11,54.43,52.83,1,0.13,80
38.65,52.04,51.3,57.93,18.12,57.24,49.65,1,0.13,80
36.95,53.15,50.26,55.07,17.12,55.83,48.59,1.2,0.13,80
36.11,48.72,51.3,55.07,18.12,55.83,47.53,1.2,0.13,80
39.5,54.26,52.33,53.16,7.21,54.43,48.59,1.2,0.13,80
36.11,45.4,49.23,53.16,16.13,57.24,48.59,1.2,0.13,80
40.35,52.04,50.26,54.11,8.21,51.62,49.65,1.2,0.13,80
39.5,49.83,51.3,53.16,16.13,50.22,48.59,1.2,0.13,80
38.65,49.83,50.26,56.02,13.16,54.43,48.59,1.2,0.13,80
35.26,53.15,52.33,56.02,16.13,54.43,47.53,1.2,0.13,80
37.8,55.37,49.23,54.11,4.24,60.04,49.65,1.2,0.13,80
38.65,52.04,50.26,55.07,14.15,58.64,49.65,1.2,0.13,80
37.8,48.72,49.23,53.16,16.13,54.43,47.53,1.2,0.13,80
36.95,50.94,53.37,58.88,11.18,53.02,48.59,1.2,0.13,80
37.8,50.94,50.26,56.02,8.21,54.43,49.65,1.2,0.13,80
36.11,49.83,50.26,58.88,9.2,57.24,49.65,1.2,0.13,80
37.8,55.37,48.19,54.11,17.12,60.04,46.47,1.2,0.13,80
37.8,52.04,50.26,56.02,7.21,60.04,48.59,1.2,0.13,80
36.95,47.62,49.23,53.16,11.18,51.62,46.47,1.2,0.13,80
36.95,50.94,49.23,57.93,4.24,53.02,48.59,1.2,0.13,80
37.8,47.62,50.26,53.16,2.26,61.45,49.65,1.2,0.13,80
36.95,48.72,50.26,56.02,11.18,54.43,50.71,1.2,0.13,80
37.8,56.47,51.3,55.07,17.12,51.62,49.65,1.2,0.13,80
36.95,52.04,49.23,53.16,13.16,55.83,50.71,1.2,0.13,80
37.8,54.26,49.23,54.11,12.17,58.64,49.65,1.2,0.13,80
37.8,50.94,50.26,53.16,7.21,54.43,49.65,1.2,0.13,80
36.11,49.83,49.23,54.11,11.18,57.24,49.65,1.2,0.13,80
38.65,53.15,51.3,56.02,7.21,60.04,49.65,1.2,0.13,80
36.95,55.37,48.19,50.3,15.14,55.83,49.65,1.2,0.13,80
36.95,47.62,45.08,52.21,8.21,54.43,49.65,1.2,0.13,80
37.8,50.94,49.23,53.16,10.19,58.64,50.71,1.2,0.13,80
42.04,53.15,50.26,56.98,8.21,55.83,48.59,1.2,0.13,80
36.95,53.15,52.33,53.16,16.13,57.24,48.59,1.2,0.13,80
36.95,50.94,50.26,56.02,14.15,57.24,47.53,1.2,0.13,80
37.8,48.72,50.26,55.07,15.14,54.43,48.59,1.2,0.13,80
37.8,50.94,49.23,55.07,17.12,58.64,46.47,1.2,0.13,80
36.11,53.15,50.26,53.16,12.17,54.43,47.53,1.2,0.13,80
36.11,49.83,48.19,52.21,6.22,57.24,48.59,1.2,0.13,80
38.65,50.94,54.41,54.11,11.18,55.83,50.71,1.2,0.13,80
37.8,47.62,51.3,55.07,14.15,58.64,48.59,1.2,0.13,80
38.65,53.15,50.26,56.02,17.12,55.83,47.53,1.2,0.13,80
37.8,56.47,50.26,54.11,12.17,55.83,48.59,1.2,0.13,80
38.65,53.15,48.19,52.21,21.09,55.83,49.65,1.2,0.13,80
37.8,50.94,46.12,54.11,17.12,58.64,49.65,1.2,0.13,80
39.5,49.83,48.19,56.02,16.13,57.24,48.59,1.2,0.13,80
36.95,49.83,50.26,54.11,16.13,54.43,49.65,1.2,0.13,80
36.95,54.26,51.3,57.93,20.1,57.24,47.53,1.2,0.13,80
36.95,52.04,51.3,53.16,9.2,54.43,48.59,1.2,0.13,80
35.26,50.94,49.23,53.16,15.14,55.83,48.59,1.2,0.13,80
36.11,55.37,49.23,55.07,19.11,58.64,44.35,1.2,0.13,80
35.26,53.15,51.3,53.16,17.12,60.04,49.65,1.2,0.13,80
36.95,49.83,47.15,53.16,13.16,54.43,48.59,1.2,0.13,80
36.95,53.15,52.33,56.98,16.13,57.24,49.65,1.2,0.13,80
35.26,54.26,49.23,55.07,12.17,53.02,48.59,1.2,0.13,80
35.26,52.04,48.19,57.93,10.19,50.22,48.59,1.2,0.13,80
36.95,54.26,51.3,55.07,11.18,53.02,45.41,1.2,0.13,80
37.8,52.04,51.3,56.02,-0.71,55.83,49.65,1.2,0.13,80
36.11,54.26,52.33,56.98,10.19,60.04,48.59,1.2,0.13,80
36.95,58.69,49.23,55.07,11.18,50.22,49.65,1.2,0.13,80
36.95,53.15,47.15,55.07,4.24,57.24,48.59,1.2,0.13,80
37.8,54.26,49.23,54.11,13.16,58.64,49.65,1.2,0.13,80
37.8,50.94,49.23,55.07,15.14,55.83,47.53,1.2,0.13,80
36.95,54.26,47.15,56.02,7.21,55.83,50.71,1.2,0.13,80
37.8,53.15,48.19,54.11,26.04,57.24,47.53,1.2,0.13,80
36.95,57.58,49.23,54.11,9.2,60.04,48.59,1.2,0.13,80
37.8,50.94,49.23,53.16,9.2,58.64,50.71,1.2,0.13,80
36.95,55.37,51.3,53.16,17.12,55.83,48.59,1.2,0.13,80
36.95,54.26,51.3,56.02,11.18,54.43,47.53,1.2,0.13,80
35.26,50.94,51.3,56.98,16.13,57.24,50.71,1.2,0.13,80
36.11,54.26,49.23,52.21,16.13,51.62,49.65,1.2,0.13,80
38.65,54.26,50.26,53.16,13.16,53.02,49.65,1.2,0.13,80
36.11,57.58,50.26,55.07,12.17,58.64,45.41,1.2,0.13,80
37.8,56.47,51.3,55.07,18.12,53.02,47.53,1.2,0.13,80
38.65,52.04,50.26,53.16,13.16,57.24,50.71,1.2,0.13,80
34.41,55.37,50.26,50.3,12.17,54.43,47.53,1.2,0.13,80
34.41,56.47,51.3,55.07,13.16,62.85,46.47,1.2,0.13,80
34.41,54.26,49.23,51.25,9.2,58.64,48.59,1.2,0.13,80
36.95,55.37,49.23,54.11,6.22,55.83,47.53,1.2,0.13,80
36.11,50.94,49.23,54.11,15.14,58.64,48.59,1.2,0.13,80
35.26,54.26,49.23,56.02,6.22,54.43,48.59,1.2,0.13,80
35.26,58.69,49.23,53.16,11.18,62.85,49.65,1.2,0.13,80
36.95,54.26,51.3,52.21,10.19,51.62,48.59,1.2,0.13,80
36.95,54.26,52.33,55.07,14.15,54.43,47.53,1.4,0.13,80
37.8,53.15,50.26,55.07,4.24,55.83,47.53,1.4,0.13,80
36.11,50.94,47.15,55.07,7.21,53.02,45.41,1.4,0.13,80
36.95,57.58,49.23,56.02,3.25,54.43,48.59,1.4,0.13,80
35.26,55.37,52.33,53.16,6.22,58.64,48.59,1.4,0.13,80
38.65,50.94,53.37,55.07,10.19,55.83,48.59,1.4,0.13,80
39.5,50.94,48.19,54.11,11.18,55.83,46.47,1.4,0.13,80
37.8,53.15,52.33,54.11,15.14,53.02,47.53,1.4,0.13,80
35.26,55.37,49.23,55.07,8.21,53.02,44.35,1.4,0.13,80
36.11,54.26,52.33,56.02,0.28,54.43,44.35,1.4,0.13,80
36.11,54.26,49.23,56.98,-1.7,50.22,46.47,1.4,0.13,80
37.8,57.58,51.3,53.16,2.26,58.64,48.59,1.4,0.13,80
36.11,56.47,54.41,55.07,9.2,48.81,46.47,1.4,0.13,80
36.95,54.26,51.3,56.98,7.21,51.62,45.41,1.4,0.13,80
36.95,55.37,51.3,56.02,-0.71,55.83,46.47,1.4,0.13,80
38.65,53.15,49.23,56.02,3.25,54.43,47.53,1.4,0.13,80
36.95,55.37,51.3,54.11,4.24,51.62,48.59,1.4,0.13,80
36.11,53.15,52.33,53.16,0.28,55.83,47.53,1.4,0.13,80
36.11,53.15,52.33,56.02,13.16,51.62,47.53,1.4,0.13,80
36.11,53.15,50.26,56.02,11.18,53.02,45.41,1.4,0.13,80
38.65,48.72,52.33,55.07,9.2,57.24,46.47,1.4,0.13,80
35.26,58.69,49.23,57.93,-2.7,55.83,47.53,1.4,0.13,80
36.11,56.47,53.37,56.98,3.25,51.62,48.59,1.4,0.13,80
36.11,55.37,54.41,56.02,-0.71,57.24,45.41,1.4,0.13,80
36.11,56.47,52.33,55.07,3.25,53.02,44.35,1.4,0.13,80
35.26,54.26,53.37,56.98,23.07,57.24,46.47,1.4,0.13,80
37.8,55.37,51.3,59.84,12.17,57.24,46.47,1.4,0.18,80
37.8,54.26,54.41,56.02,12.17,58.64,47.53,1.4,0.18,80
36.11,55.37,55.44,53.16,8.21,54.43,46.47,1.4,0.18,80
36.95,55.37,54.41,55.07,5.23,51.62,48.59,1.4,0.13,80
38.65,57.58,51.3,54.11,8.21,55.83,47.53,1.4,0.13,80
36.11,54.26,50.26,56.02,7.21,55.83,49.65,1.4,0.13,80
36.11,50.94,50.26,54.11,7.21,50.22,46.47,1.4,0.13,80
35.26,56.47,51.3,56.02,18.12,53.02,46.47,1.4,0.13,80
36.11,54.26,55.44,55.07,2.26,53.02,46.47,1.4,0.13,80
36.11,50.94,52.33,53.16,4.24,53.02,45.41,1.4,0.13,80
38.65,53.15,53.37,56.98,2.26,53.02,47.53,1.4,0.13,80
38.65,56.47,53.37,55.07,6.22,51.62,46.47,1.4,0.13,80
36.11,62.01,52.33,57.93,3.25,54.43,47.53,1.4,0.13,80
37.8,55.37,51.3,55.07,10.19,53.02,45.41,1.4,0.13,80
35.26,57.58,52.33,56.02,6.22,51.62,45.41,1.4,0.13,80
36.11,55.37,53.37,54.11,1.27,55.83,48.59,1.4,0.18,80
36.95,55.37,52.33,57.93,29.02,54.43,46.47,1.4,0.13,80
35.26,56.47,51.3,52.21,31,51.62,47.53,1.4,0.13,80
36.95,55.37,51.3,56.98,3.25,55.83,44.35,1.4,0.13,80
37.8,53.15,53.37,56.98,2.26,51.62,48.59,1.4,0.13,80
36.11,55.37,52.33,54.11,-3.69,53.02,45.41,1.4,0.13,80
34.41,56.47,49.23,54.11,-1.7,51.62,48.59,1.4,0.13,80
37.8,54.26,54.41,56.02,12.17,55.83,45.41,1.4,0.13,80
37.8,53.15,54.41,55.07,13.16,54.43,48.59,1.4,0.13,80
36.11,54.26,50.26,55.07,-1.7,53.02,48.59,1.4,0.13,80
36.95,50.94,50.26,55.07,7.21,57.24,48.59,1.4,0.13,80
34.41,54.26,53.37,56.02,-7.65,57.24,46.47,1.4,0.18,80
36.11,59.79,51.3,53.16,4.24,54.43,46.47,1.4,0.13,80
35.26,55.37,49.23,53.16,-0.71,54.43,45.41,1.4,0.13,80
37.8,55.37,50.26,57.93,16.13,53.02,46.47,1.4,0.13,80
36.95,56.47,50.26,56.02,9.2,58.64,47.53,1.4,0.13,80
36.11,57.58,52.33,56.98,18.12,53.02,46.47,1.4,0.13,80
36.11,53.15,53.37,55.07,-3.69,55.83,48.59,1.4,0.13,80
37.8,56.47,52.33,54.11,-7.65,51.62,49.65,1.4,0.13,80
36.95,56.47,51.3,55.07,-6.66,51.62,48.59,1.4,0.13,80
36.95,56.47,54.41,53.16,-1.7,55.83,46.47,1.4,0.13,80
36.95,58.69,50.26,54.11,2.26,53.02,47.53,1.4,0.13,80
36.11,56.47,51.3,56.02,8.21,57.24,48.59,1.4,0.13,80
36.11,58.69,52.33,56.02,-9.63,58.64,48.59,1.4,0.13,80
35.26,57.58,53.37,56.02,-3.69,53.02,46.47,1.4,0.13,80
37.8,54.26,51.3,56.02,-0.71,57.24,47.53,1.4,0.13,80
36.95,55.37,50.26,55.07,8.21,53.02,47.53,1.4,0.13,80
36.11,57.58,52.33,56.02,3.25,54.43,49.65,1.4,0.13,80
36.11,57.58,50.26,56.02,11.18,57.24,47.53,1.4,0.13,80
37.8,55.37,51.3,53.16,11.18,54.43,48.59,1.4,0.13,80
36.11,50.94,52.33,54.11,8.21,57.24,48.59,1.4,0.13,80
36.95,56.47,50.26,55.07,1.27,54.43,47.53,1.4,0.13,80
38.65,59.79,51.3,55.07,-0.71,54.43,47.53,1.4,0.13,80
36.11,53.15,52.33,56.02,1.27,57.24,48.59,1.4,0.13,80
37.8,58.69,53.37,54.11,7.21,54.43,47.53,1.4,0.13,80
36.11,54.26,51.3,56.02,-1.7,50.22,49.65,1.4,0.13,80
36.11,56.47,52.33,56.02,8.21,54.43,46.47,1.4,0.13,80
34.41,57.58,53.37,56.02,-2.7,58.64,44.35,1.4,0.13,80
37.8,55.37,52.33,57.93,5.23,51.62,48.59,1.4,0.13,80
35.26,50.94,50.26,56.98,12.17,55.83,46.47,1.6,0.13,80
37.8,56.47,52.33,55.07,9.2,51.62,45.41,1.6,0.13,80
34.41,53.15,50.26,54.11,11.18,51.62,46.47,1.6,0.13,80
35.26,58.69,51.3,53.16,8.21,51.62,45.41,1.6,0.13,80
35.26,56.47,53.37,55.07,9.2,53.02,49.65,1.6,0.13,80
36.11,56.47,51.3,57.93,7.21,53.02,46.47,1.6,0.13,80
37.8,54.26,51.3,52.21,6.22,55.83,46.47,1.6,0.13,80
36.11,53.15,51.3,54.11,11.18,54.43,46.47,1.6,0.13,80
35.26,55.37,51.3,56.02,11.18,54.43,46.47,1.6,0.13,80
34.41,52.04,51.3,56.02,5.23,53.02,44.35,1.6,0.13,80
36.11,52.04,50.26,56.02,5.23,55.83,45.41,1.6,0.13,80
34.41,53.15,50.26,57.93,17.12,53.02,44.35,1.6,0.13,80
35.26,52.04,47.15,54.11,9.2,50.22,45.41,1.6,0.13,80
38.65,53.15,48.19,55.07,6.22,53.02,47.53,1.6,0.13,80
36.95,52.04,52.33,56.98,16.13,58.64,45.41,1.6,0.13,80
36.11,56.47,47.15,55.07,11.18,53.02,43.29,1.6,0.13,80
34.41,54.26,52.33,57.93,27.03,50.22,46.47,1.6,0.13,80
34.41,53.15,50.26,55.07,14.15,54.43,45.41,1.6,0.13,80
36.11,47.62,49.23,54.11,18.12,53.02,47.53,1.6,0.13,80
37.8,55.37,49.23,55.07,16.13,53.02,48.59,1.6,0.13,80
36.11,52.04,50.26,51.25,10.19,55.83,49.65,1.6,0.13,80
35.26,53.15,50.26,54.11,9.2,58.64,48.59,1.6,0.13,80
36.11,53.15,50.26,54.11,8.21,57.24,46.47,1.6,0.13,80
