Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,Force,z,theta,r
36,35,51,32,39,36,44,2.07,0,0,"3
"
37,35,49,32,39,31,44,2,0,0,"3
"
37,41,49,32,39,31,49,1.99,0,0,"3
"
44,41,49,33,38,31,49,2.04,0,0,"3
"
44,38,50,33,38,31,48,2.08,0,0,"3
"
44,38,50,27,41,31,48,2.08,0,0,"3
"
37,38,50,27,41,37,48,2.06,0,0,"3
"
37,38,50,27,41,37,50,2.03,0,0,"3
"
38,38,50,35,44,37,50,1.96,0,0,"3
"
38,37,50,35,44,34,47,2.08,0,0,"3
"
38,37,50,29,44,34,47,2.15,0,0,"3
"
35,37,45,29,45,38,47,2.11,0,0,"3
"
35,39,45,29,45,38,46,2.05,0,0,"3
"
35,39,45,30,43,38,46,1.98,0,0,"3
"
38,39,42,30,43,37,46,2.02,0,0,"3
"
38,41,42,30,43,37,51,2.02,0,0,"3
"
32,41,42,36,43,37,51,2.04,0,0,"3
"
32,41,48,36,43,36,53,1.98,0,0,"3
"
32,41,48,34,43,36,53,2,0,0,"3
"
35,41,49,34,43,39,53,2.02,0,0,"3
"
35,39,49,34,43,39,49,1.96,0,0,"3
"
38,39,49,NaN,43,39,49,1.94,0,0,"3
"
38,47,46,NaN,43,35,50,2.01,0,0,"3
"
38,47,46,34,43,35,50,2.03,0,0,"3
"
33,47,48,34,39,37,50,1.94,0,0,"3
"
33,41,48,34,39,37,47,2,0,0,"3
"
33,41,48,0,46,37,47,2,0,0,"3
"
37,41,44,0,46,40,47,2.09,0,0,"3
"
37,45,44,32,46,40,53,2.1,0,0,"3
"
36,45,44,32,44,40,53,2.11,0,0,"3
"
36,41,49,32,44,35,48,2.04,0,0,"3
"
36,41,49,33,46,35,48,1.92,0,0,"3
"
37,41,48,33,46,39,48,2,0,0,"3
"
37,41,48,34,46,39,49,2.04,0,0,"3
"
37,41,48,34,44,39,49,2.06,0,0,"3
"
32,38,47,34,44,37,50,1.96,0,0,"3
"
32,38,47,30,44,37,50,1.96,0,0,"3
"
39,38,43,30,44,36,50,2.02,0,0,"3
"
39,40,43,30,44,36,53,2.04,0,0,"3
"
39,40,43,30,42,36,53,1.98,0,0,"3
"
37,40,47,30,42,35,53,1.98,0,0,"3
"
37,42,47,33,42,35,50,2.02,0,0,"3
"
37,42,47,33,44,35,50,2.03,0,0,"3
"
37,41,46,33,44,37,53,2,0,0,"3
"
37,41,46,28,43,37,53,2.03,0,0,"3
"
37,41,46,28,43,35,53,1.99,0,0,"3
"
37,45,46,30,43,35,51,1.95,0,0,"3
"
37,45,46,30,42,35,51,1.96,0,0,"3
"
41,46,45,30,42,35,50,2,0,0,"3
"
41,46,45,33,42,35,50,1.97,0,0,"3
"
38,46,47,33,45,41,50,2.04,0,0,"3
"
38,38,47,37,45,41,51,2.06,0,0,"3
"
38,38,47,37,41,41,51,2.02,0,0,"3
"
37,38,50,37,41,36,51,1.9,0,0,"3
"
37,36,50,35,41,36,48,1.92,0,0,"3
"
37,36,50,35,43,36,48,1.9,0,0,"3
"
37,38,48,35,43,41,50,1.96,0,0,"3
"
37,38,48,29,42,41,50,1.97,0,0,"3
"
35,38,48,29,42,37,50,1.98,0,0,"3
"
35,42,48,35,42,37,48,2.02,0,0,"3
"
35,42,48,35,43,37,48,2.03,0,0,"3
"
35,39,49,35,43,39,50,1.98,0,0,"3
"
35,39,49,34,43,39,50,1.9,0,0,"3
"
34,39,49,34,42,38,50,1.94,0,0,"3
"
34,40,49,34,42,38,49,1.97,0,0,"3
"
34,40,49,34,43,38,49,1.96,0,0,"3
"
36,40,43,34,43,38,49,1.95,0,0,"3
"
36,43,43,38,43,38,49,1.98,0,0,"3
"
38,43,43,38,40,38,49,1.95,0,0,"3
"
38,43,45,34,40,37,48,1.95,0,0,"3
"
38,43,45,34,45,37,48,1.96,0,0,"3
"
37,43,49,34,45,38,48,1.96,0,0,"3
"
37,41,49,32,45,38,49,1.93,0,0,"3
"
37,41,49,32,44,38,49,1.96,0,0,"3
"
39,38,49,32,44,37,46,1.9,0,0,"3
"
39,38,49,31,44,37,46,1.9,0,0,"3
"
37,38,44,31,43,39,46,1.85,0,0,"3
"
37,40,44,33,43,39,51,1.85,0,0,"3
"
37,40,44,33,45,39,51,1.89,0,0,"3
"
39,40,45,33,45,38,51,1.92,0,0,"3
"
39,40,45,33,45,38,51,1.94,0,0,"3
"
39,40,45,33,48,38,51,1.99,0,0,"3
"
35,35,46,35,48,39,48,1.89,0,0,"3
"
35,35,46,35,45,39,48,1.95,0,0,"3
"
34,35,46,35,45,36,48,2.06,0,0,"3
"
34,41,46,33,45,36,52,2,0,0,"3
"
34,41,46,33,42,36,52,1.96,0,0,"3
"
37,39,46,33,42,35,52,1.96,0,0,"3
"
37,39,46,31,42,35,50,2,0,0,"3
"
41,39,46,31,42,43,50,1.96,0,0,"3
"
41,42,46,31,42,43,51,1.92,0,0,"3
"
41,42,46,31,42,43,51,1.9,0,0,"3
"
31,42,44,31,42,42,51,1.9,0,0,"3
"
31,40,44,33,42,42,45,1.92,0,0,"3
"
31,40,44,33,42,42,45,1.83,0,0,"3
"
46,42,48,31,42,36,47,1.85,0,0,"3
"
46,42,48,31,42,36,47,1.94,0,0,"3
"
41,42,48,31,42,40,47,1.89,0,0,"3
"
41,42,48,34,42,40,50,1.89,0,0,"3
"
41,42,48,34,43,40,50,1.92,0,0,"3
"
37,40,46,31,43,35,50,1.91,0,0,"3
"
37,40,46,31,43,35,48,1.93,0,0,"3
"
36,40,48,31,43,39,48,1.92,0,0,"3
"
36,37,48,36,43,39,46,1.92,0,0,"3
"
36,37,48,36,40,39,46,1.95,0,0,"3
"
35,37,42,36,40,43,46,1.88,0,0,"3
"
35,40,42,32,40,43,47,1.88,0,0,"3
"
35,40,42,32,43,43,47,1.94,0,0,"3
"
31,38,47,30,43,35,50,1.93,0,0,"3
"
31,38,47,30,45,35,50,1.88,0,0,"3
"
35,38,44,30,45,40,50,1.91,0,0,"3
"
35,41,44,32,45,40,46,1.88,0,0,"3
"
35,41,44,32,43,40,46,1.91,0,0,"3
"
36,40,43,34,43,42,46,1.95,0,0,"3
"
36,40,43,34,43,42,48,1.9,0,0,"3
"
38,40,48,34,43,40,48,1.89,0,0,"3
"
38,41,48,31,43,40,52,1.87,0,0,"3
"
38,41,48,31,41,40,52,1.87,0,0,"3
"
36,41,42,31,41,39,52,1.84,0,0,"3
"
36,36,42,32,41,39,46,1.85,0,0,"3
"
36,36,42,32,44,39,46,1.81,0,0,"3
"
35,41,47,33,44,39,47,1.82,0,0,"3
"
35,41,47,33,43,39,47,1.76,0,0,"3
"
35,41,47,33,43,40,47,1.8,0,0,"3
"
35,44,47,28,43,40,46,1.82,0,0,"3
"
35,44,47,28,40,40,46,1.85,0,0,"3
"
33,40,46,37,40,36,46,1.89,0,0,"3
"
33,40,46,37,40,36,47,1.83,0,0,"3
"
38,40,48,37,40,36,47,1.81,0,0,"3
"
38,41,48,30,40,36,48,1.85,0,0,"3
"
38,41,48,30,40,36,48,1.86,0,0,"3
"
35,41,47,30,40,32,48,1.88,0,0,"3
"
35,45,47,34,40,32,44,1.84,0,0,"3
"
35,45,47,34,42,32,44,1.85,0,0,"3
"
36,43,46,33,42,35,44,1.86,0,0,"3
"
36,43,46,33,41,35,44,1.85,0,0,"3
"
35,43,46,33,41,35,44,1.92,0,0,"3
"
35,40,46,35,41,35,45,1.92,0,0,"3
"
35,40,46,35,41,35,45,1.87,0,0,"3
"
36,37,45,32,41,38,45,1.92,0,0,"3
"
36,37,45,32,41,38,45,1.87,0,0,"3
"
36,37,42,32,41,38,45,1.92,0,0,"3
"
36,40,42,33,41,38,45,1.91,0,0,"3
"
36,40,42,33,42,38,45,1.83,0,0,"3
"
40,40,46,32,42,35,45,1.79,0,0,"3
"
40,39,46,32,42,35,47,1.85,0,0,"3
"
40,39,46,32,44,35,47,1.8,0,0,"3
"
34,44,44,32,44,36,45,1.84,0,0,"3
"
34,44,44,32,42,36,45,1.84,0,0,"3
"
35,44,44,32,42,35,45,1.91,0,0,"3
"
35,44,44,32,42,35,45,1.93,0,0,"3
"
35,44,44,32,37,35,45,1.83,0,0,"3
"
36,40,43,32,37,37,45,1.85,0,0,"3
"
36,40,43,32,44,37,49,1.9,0,0,"3
"
36,40,44,32,44,37,49,1.92,0,0,"3
"
35,39,44,32,44,37,47,1.91,0,0,"3
"
35,39,44,32,42,37,47,1.88,0,0,"3
"
36,39,44,34,42,35,47,1.85,0,0,"3
"
36,47,44,34,42,35,44,1.86,0,0,"3
"
36,47,44,34,41,35,44,1.81,0,0,"3
"
37,44,52,33,41,37,48,1.71,0,0,"3
"
37,44,52,33,46,37,48,1.82,0,0,"3
"
36,44,49,33,46,34,48,1.85,0,0,"3
"
36,42,49,30,46,34,47,1.78,0,0,"3
"
36,42,49,30,44,34,47,1.76,0,0,"3
"
38,41,47,33,44,38,47,1.82,0,0,"3
"
38,41,47,33,45,38,47,1.81,0,0,"3
"
38,41,44,33,45,33,47,1.74,0,0,"3
"
35,40,44,31,45,33,45,1.78,0,0,"3
"
35,40,44,31,39,33,45,1.82,0,0,"3
"
37,40,44,34,39,36,45,1.86,0,0,"3
"
37,41,44,34,39,36,46,1.8,0,0,"3
"
37,41,44,34,42,36,46,1.76,0,0,"3
"
37,38,48,30,42,38,46,1.76,0,0,"3
"
37,38,48,30,42,38,46,1.8,0,0,"3
"
38,38,45,28,42,38,46,1.79,0,0,"3
"
38,42,45,28,42,38,46,1.79,0,0,"3
"
38,42,45,28,41,38,46,1.78,0,0,"3
"
39,43,45,32,41,38,46,1.74,0,0,"3
"
39,43,45,32,37,38,45,1.79,0,0,"3
"
39,43,46,32,37,40,45,1.81,0,0,"3
"
35,45,46,31,37,40,49,1.79,0,0,"3
"
41,48,52,35,43,32,50,11.91,0,0,"4
"
41,48,43,35,43,32,50,11.8,0,0,"4
"
38,42,43,35,43,41,52,11.78,0,0,"4
"
38,42,43,35,43,41,52,11.75,0,0,"4
"
38,42,52,38,43,38,52,11.76,0,0,"4
"
38,47,52,38,46,38,50,11.74,0,0,"4
"
38,47,52,36,46,38,50,11.75,0,0,"4
"
36,42,48,36,46,34,53,11.71,0,0,"4
"
36,42,48,36,44,34,53,11.65,0,0,"4
"
36,42,49,35,44,38,53,11.57,0,0,"4
"
39,38,49,35,44,38,50,11.57,0,0,"4
"
39,38,49,34,43,38,50,11.54,0,0,"4
"
39,38,48,34,43,36,50,11.51,0,0,"4
"
35,38,48,34,43,36,52,11.49,0,0,"4
"
35,38,50,36,43,39,52,11.49,0,0,"4
"
38,41,50,36,43,39,48,11.46,0,0,"4
"
38,41,50,35,41,39,48,11.4,0,0,"4
"
38,41,47,35,41,42,48,11.38,0,0,"4
"
41,41,47,35,42,42,48,11.4,0,0,"4
"
41,41,47,35,42,42,48,11.37,0,0,"4
"
43,40,43,35,42,40,50,11.41,0,0,"4
"
43,40,43,39,41,40,50,11.39,0,0,"4
"
43,40,45,39,41,43,50,11.3,0,0,"4
"
34,39,45,39,42,43,54,11.26,0,0,"4
"
34,39,45,34,42,43,54,11.27,0,0,"4
"
37,36,51,34,42,39,54,11.29,0,0,"4
"
37,36,51,34,41,39,48,11.26,0,0,"4
"
37,36,51,29,41,39,48,11.23,0,0,"4
"
37,41,51,29,41,39,50,11.18,0,0,"4
"
37,41,51,30,41,39,50,11.14,0,0,"4
"
37,42,48,30,41,41,50,11.17,0,0,"4
"
41,42,48,30,44,41,51,11.13,0,0,"4
"
41,42,50,33,44,39,51,11.1,0,0,"4
"
40,40,50,33,44,39,45,11.06,0,0,"4
"
40,40,50,33,41,39,45,11.14,0,0,"4
"
40,40,47,33,41,40,45,11.11,0,0,"4
"
37,42,47,33,43,40,50,11.09,0,0,"4
"
37,42,47,34,43,40,50,11.09,0,0,"4
"
40,44,47,34,43,39,46,11.15,0,0,"4
"
40,44,47,33,45,39,46,11.1,0,0,"4
"
40,44,50,33,45,40,46,11.09,0,0,"4
"
38,46,50,33,38,40,50,11,0,0,"4
"
38,46,50,30,38,40,50,10.99,0,0,"4
"
38,44,50,30,38,41,50,11.03,0,0,"4
"
43,44,50,30,41,41,51,11,0,0,"4
"
43,44,45,33,41,42,51,10.96,0,0,"4
"
39,48,45,33,41,42,49,10.95,0,0,"4
"
39,48,45,32,43,42,49,11.02,0,0,"4
"
39,48,50,32,43,38,49,10.99,0,0,"4
"
38,43,50,32,41,38,49,10.95,0,0,"4
"
38,43,48,33,41,38,49,10.91,0,0,"4
"
38,43,48,33,41,39,47,10.89,0,0,"4
"
38,43,48,33,39,39,47,10.81,0,0,"4
"
38,43,50,33,39,39,47,10.88,0,0,"4
"
37,39,50,33,43,39,47,10.94,0,0,"4
"
37,39,50,35,43,39,47,10.9,0,0,"4
"
41,44,46,35,43,42,47,10.86,0,0,"4
"
41,44,46,31,44,42,46,10.83,0,0,"4
"
41,44,50,31,44,43,46,10.78,0,0,"4
"
37,47,50,31,41,43,51,10.83,0,0,"4
"
37,47,50,34,41,43,51,10.81,0,0,"4
"
37,41,48,34,41,38,51,10.84,0,0,"4
"
32,41,48,34,40,38,51,10.78,0,0,"4
"
32,41,51,34,40,37,51,10.75,0,0,"4
"
33,42,51,34,40,37,52,10.78,0,0,"4
"
33,42,51,33,42,37,52,10.78,0,0,"4
"
33,42,47,33,42,40,52,10.71,0,0,"4
"
39,40,47,33,43,40,48,10.76,0,0,"4
"
39,40,47,34,43,40,48,10.71,0,0,"4
"
35,41,51,34,43,38,47,10.71,0,0,"4
"
35,41,51,34,43,38,47,10.7,0,0,"4
"
35,41,47,34,43,38,47,10.67,0,0,"4
"
38,50,47,34,43,38,47,10.64,0,0,"4
"
38,50,47,33,43,38,47,10.67,0,0,"4
"
38,50,47,33,43,41,47,10.7,0,0,"4
"
37,50,47,39,42,41,48,10.78,0,0,"4
"
37,50,51,39,42,39,48,10.79,0,0,"4
"
41,43,51,39,42,39,47,10.74,0,0,"4
"
41,43,51,36,42,39,47,10.69,0,0,"4
"
41,43,48,36,42,40,47,10.66,0,0,"4
"
35,44,48,38,44,40,48,10.62,0,0,"4
"
35,44,46,38,44,37,48,10.6,0,0,"4
"
36,45,46,38,44,37,46,10.61,0,0,"4
"
36,45,46,36,43,37,46,10.64,0,0,"4
"
36,45,44,36,43,38,46,10.64,0,0,"4
"
33,45,44,36,42,38,49,10.62,0,0,"4
"
33,45,44,36,42,38,49,10.63,0,0,"4
"
33,43,45,36,42,39,47,10.67,0,0,"4
"
34,43,45,36,41,39,47,10.66,0,0,"4
"
34,43,47,36,41,40,47,10.63,0,0,"4
"
32,43,47,36,41,40,47,10.59,0,0,"4
"
32,43,47,34,41,40,47,10.6,0,0,"4
"
32,44,46,34,41,38,47,10.55,0,0,"4
"
33,44,46,37,43,38,46,10.49,0,0,"4
"
33,44,47,37,43,41,46,10.56,0,0,"4
"
33,44,47,37,41,41,47,10.63,0,0,"4
"
33,44,47,34,41,41,47,10.6,0,0,"4
"
33,44,45,34,41,39,47,10.55,0,0,"4
"
32,45,45,38,45,39,47,10.49,0,0,"4
"
32,45,51,38,45,40,47,10.48,0,0,"4
"
38,46,51,38,45,40,47,10.51,0,0,"4
"
38,46,51,36,45,40,47,10.52,0,0,"4
"
38,46,46,36,45,42,47,10.51,0,0,"4
"
34,42,46,36,44,42,49,10.56,0,0,"4
"
34,42,46,37,44,42,49,10.54,0,0,"4
"
34,44,48,37,44,39,49,10.52,0,0,"4
"
31,44,48,32,42,39,45,10.52,0,0,"4
"
31,44,52,32,42,41,45,10.55,0,0,"4
"
34,41,52,32,43,41,45,10.6,0,0,"4
"
34,41,52,33,43,41,45,10.55,0,0,"4
"
34,44,47,33,43,36,45,10.45,0,0,"4
"
35,44,47,34,44,36,43,10.47,0,0,"4
"
35,44,46,34,44,39,43,10.43,0,0,"4
"
32,42,46,34,41,39,42,10.41,0,0,"4
"
32,42,46,36,41,39,42,10.47,0,0,"4
"
32,42,41,36,41,41,42,10.46,0,0,"4
"
32,43,41,36,41,41,48,10.38,0,0,"4
"
32,43,41,36,41,41,48,10.41,0,0,"4
"
32,42,51,36,41,36,48,10.48,0,0,"4
"
37,42,51,32,41,36,48,10.44,0,0,"4
"
37,42,48,32,41,43,48,10.36,0,0,"4
"
34,39,48,33,43,43,51,10.43,0,0,"4
"
34,39,48,33,43,43,51,10.38,0,0,"4
"
34,45,51,33,43,40,51,10.46,0,0,"4
"
32,45,51,37,42,40,47,10.44,0,0,"4
"
32,45,47,37,42,38,47,10.39,0,0,"4
"
33,44,47,37,41,38,46,10.45,0,0,"4
"
33,44,47,31,41,38,46,10.39,0,0,"4
"
33,44,48,31,41,39,46,10.33,0,0,"4
"
32,43,48,36,45,39,50,10.35,0,0,"4
"
32,43,49,36,45,38,50,10.38,0,0,"4
"
32,41,49,36,41,38,49,10.37,0,0,"4
"
35,41,49,34,41,38,49,10.37,0,0,"4
"
35,41,50,34,41,42,49,10.3,0,0,"4
"
37,45,50,39,44,42,48,10.36,0,0,"4
"
37,45,50,39,44,42,48,10.37,0,0,"4
"
37,41,49,39,44,42,48,10.38,0,0,"4
"
35,41,49,34,41,42,49,10.31,0,0,"4
"
35,41,49,34,41,41,49,10.32,0,0,"4
"
37,43,49,34,42,41,48,10.26,0,0,"4
"
37,43,49,34,42,41,48,10.28,0,0,"4
"
37,42,48,34,42,39,48,10.38,0,0,"4
"
34,42,48,37,43,39,51,10.36,0,0,"4
"
34,42,46,37,43,40,51,10.32,0,0,"4
"
44,44,46,37,42,40,51,10.31,0,0,"4
"
44,44,46,34,42,40,51,10.3,0,0,"4
"
44,44,48,34,42,38,51,10.33,0,0,"4
"
36,46,48,37,44,38,48,10.31,0,0,"4
"
36,46,49,37,44,41,48,10.25,0,0,"4
"
36,42,49,37,44,41,52,10.12,0,0,"4
"
34,42,49,35,44,41,52,10.21,0,0,"4
"
34,42,48,35,44,38,52,10.22,0,0,"4
"
42,43,48,32,42,38,52,10.25,0,0,"4
"
42,43,48,32,42,38,52,10.25,0,0,"4
"
42,44,49,32,42,38,52,10.25,0,0,"4
"
34,44,49,31,40,38,48,10.27,0,0,"4
"
34,44,46,31,40,39,48,10.31,0,0,"4
"
34,41,46,34,43,39,47,10.25,0,0,"4
"
34,41,46,34,43,39,47,10.19,0,0,"4
"
34,41,46,34,43,33,47,10.17,0,0,"4
"
35,41,46,33,44,33,50,10.21,0,0,"4
"
35,41,51,33,44,39,50,10.2,0,0,"4
"
35,43,51,36,44,39,49,10.2,0,0,"4
"
34,43,51,36,44,39,49,10.25,0,0,"4
"
34,43,45,36,44,40,49,10.2,0,0,"4
"
41,44,45,34,44,40,50,10.24,0,0,"4
"
41,44,45,34,44,40,50,10.24,0,0,"4
"
41,44,48,34,44,38,50,10.18,0,0,"4
"
31,44,48,35,44,38,50,10.19,0,0,"4
"
31,44,47,35,44,40,50,10.22,0,0,"4
"
35,42,47,34,45,40,49,10.22,0,0,"4
"
35,42,47,34,45,40,49,10.21,0,0,"4
"
35,43,51,34,45,40,49,10.23,0,0,"4
"
31,43,51,35,43,40,49,10.14,0,0,"4
"
31,43,49,35,43,40,49,10.1,0,0,"4
"
35,35,49,33,41,40,47,10.21,0,0,"4
"
35,35,49,33,41,40,47,10.17,0,0,"4
"
35,35,47,33,41,41,47,10.19,0,0,"4
"
38,39,47,35,45,41,52,10.18,0,0,"4
"
38,39,43,35,45,36,52,10.19,0,0,"4
"
38,35,43,34,40,36,49,10.26,0,0,"4
"
36,35,43,34,40,36,49,10.15,0,0,"4
"
36,35,47,34,40,38,49,10.11,0,0,"4
"
37,41,47,31,43,38,51,10.22,0,0,"4
"
37,41,47,31,43,38,51,10.15,0,0,"4
"
37,43,52,31,43,36,51,10.14,0,0,"4
"
36,43,52,29,41,36,49,10.15,0,0,"4
"
36,43,47,29,41,40,49,10.13,0,0,"4
"
38,46,47,33,39,40,48,10.08,0,0,"4
"
38,46,47,33,39,40,48,10.14,0,0,"4
"
38,46,49,33,39,37,48,10.13,0,0,"4
"
35,41,49,35,44,37,51,10.08,0,0,"4
"
35,41,47,35,44,38,51,10.09,0,0,"4
"
35,47,47,34,43,38,52,10.13,0,0,"4
"
38,47,47,34,43,38,52,10.21,0,0,"4
"
38,47,48,34,43,38,52,10.14,0,0,"4
"
39,45,48,33,43,38,48,10.12,0,0,"4
"
39,45,51,33,43,36,48,10.11,0,0,"4
"
39,43,51,30,42,36,48,10.11,0,0,"4
"
38,43,51,30,42,36,51,10.17,0,0,"4
"
38,43,46,30,42,38,51,10.15,0,0,"4
"
36,43,46,34,42,38,51,10.15,0,0,"4
"
36,43,46,34,42,38,51,10.11,0,0,"4
"
36,44,47,38,42,37,51,10.11,0,0,"4
"
39,44,47,38,43,37,49,10.14,0,0,"4
"
39,44,45,38,43,39,49,10.07,0,0,"4
"
39,46,45,37,44,39,49,10.09,0,0,"4
"
35,46,45,37,44,39,49,10.08,0,0,"4
"
35,46,52,37,44,37,49,10.03,0,0,"4
"
36,46,52,29,42,37,50,10.1,0,0,"4
"
36,46,48,29,42,42,50,10.11,0,0,"4
"
36,41,48,31,43,42,50,10.06,0,0,"4
"
37,41,48,31,43,42,51,10.08,0,0,"4
"
37,41,46,31,43,37,51,10.1,0,0,"4
"
37,41,46,33,47,37,47,10.15,0,0,"4
"
37,41,46,33,47,37,47,10.08,0,0,"4
"
37,41,48,31,47,35,47,10.01,0,0,"4
"
35,41,48,31,47,35,48,10.08,0,0,"4
"
35,41,50,31,47,39,48,10.13,0,0,"4
"
34,44,50,29,42,39,49,10.13,0,0,"4
"
34,44,50,29,42,39,49,10.06,0,0,"4
"
34,40,49,32,42,37,49,10.07,0,0,"4
"
37,40,49,32,41,37,52,10.08,0,0,"4
"
37,40,47,32,41,37,52,10.1,0,0,"4
"
37,42,47,36,43,37,50,10.16,0,0,"4
"
34,42,47,36,43,37,50,9.99,0,0,"4
"
34,42,49,36,43,42,50,10.03,0,0,"4
"
35,38,49,34,41,42,49,10.04,0,0,"4
"
35,38,52,34,41,39,49,9.99,0,0,"4
"
35,39,52,36,43,39,49,10.04,0,0,"4
"
38,39,52,36,43,39,46,10.02,0,0,"4
"
38,39,49,36,43,36,46,9.99,0,0,"4
"
37,43,49,31,45,36,45,10.04,0,0,"4
"
37,43,49,31,45,36,45,10.04,0,0,"4
"
37,39,47,34,43,36,45,10.02,0,0,"4
"
34,39,47,34,43,36,45,9.99,0,0,"4
"
34,39,50,34,43,37,45,10.01,0,0,"4
"
34,40,50,33,44,37,45,10.08,0,0,"4
"
37,40,50,33,44,37,45,9.97,0,0,"4
"
37,40,48,31,44,36,45,9.88,0,0,"4
"
37,41,48,31,43,36,45,9.92,0,0,"4
"
37,41,49,31,43,39,45,9.97,0,0,"4
"
37,43,49,35,42,39,45,10,0,0,"4
"
36,43,49,35,42,39,45,10,0,0,"4
"
36,43,49,35,42,39,45,10.04,0,0,"4
"
40,42,49,35,47,39,47,10.03,0,0,"4
"
40,42,49,35,47,39,47,9.96,0,0,"4
"
40,40,50,29,42,36,47,9.97,0,0,"4
"
33,40,50,29,42,36,48,10.03,0,0,"4
"
33,40,42,29,42,39,48,9.97,0,0,"4
"
33,41,42,31,43,39,46,9.98,0,0,"4
"
34,41,42,31,43,39,46,10,0,0,"4
"
34,41,46,37,43,34,46,9.92,0,0,"4
"
38,41,46,37,42,34,47,9.94,0,0,"4
"
38,41,48,37,42,38,47,10.01,0,0,"4
"
38,43,48,36,43,38,47,10.02,0,0,"4
"
38,43,48,36,43,38,50,9.94,0,0,"4
"
38,43,48,33,43,37,50,9.96,0,0,"4
"
34,38,48,33,43,37,48,9.99,0,0,"4
"
34,38,48,33,43,37,48,9.93,0,0,"4
"
34,40,47,37,44,39,48,9.96,0,0,"4
"
36,40,47,37,44,39,48,9.96,0,0,"4
"
36,40,51,37,44,37,48,9.85,0,0,"4
"
36,43,51,31,41,37,47,9.83,0,0,"4
"
35,43,51,31,41,37,47,9.88,0,0,"4
"
35,43,47,34,42,36,47,9.95,0,0,"4
"
41,41,47,34,42,36,48,10.07,0,0,"4
"
41,41,48,34,42,36,48,9.88,0,0,"4
"
41,38,48,35,45,36,45,9.89,0,0,"4
"
35,38,48,35,45,36,45,9.9,0,0,"4
"
35,38,45,33,45,41,45,9.96,0,0,"4
"
34,39,45,33,45,41,48,9.94,0,0,"4
"
34,39,48,33,45,37,48,9.92,0,0,"4
"
34,44,48,33,44,37,48,9.94,0,0,"4
"
39,44,48,33,44,37,51,9.93,0,0,"4
"
39,44,47,33,44,39,51,9.93,0,0,"4
"
39,44,47,31,43,39,50,9.9,0,0,"4
"
41,44,47,31,43,39,50,9.9,0,0,"4
"
41,44,50,33,41,40,50,9.84,0,0,"4
"
35,37,50,33,41,40,46,9.82,0,0,"4
"
35,37,53,33,41,39,46,9.86,0,0,"4
"
35,39,53,37,45,39,50,9.9,0,0,"4
"
41,39,53,37,45,39,50,9.9,0,0,"4
"
41,39,47,34,45,37,50,9.88,0,0,"4
"
38,45,47,34,40,37,44,9.84,0,0,"4
"
38,45,48,34,40,39,44,9.84,0,0,"4
"
38,43,48,29,44,39,44,9.85,0,0,"4
"
41,43,48,29,44,39,48,9.85,0,0,"4
"
41,43,48,35,44,36,48,9.85,0,0,"4
"
41,40,48,35,44,36,46,9.9,0,0,"4
"
36,40,48,35,44,36,46,9.81,0,0,"4
"
36,40,49,32,45,36,46,9.8,0,0,"4
"
37,38,49,32,45,36,46,9.9,0,0,"4
"
37,38,49,32,45,41,46,9.87,0,0,"4
"
37,44,49,32,44,41,47,9.91,0,0,"4
"
34,44,49,32,44,41,47,9.87,0,0,"4
"
34,44,50,32,44,42,47,9.86,0,0,"4
"
34,43,50,32,46,42,46,9.93,0,0,"4
"
33,43,50,32,46,36,46,9.93,0,0,"4
"
33,45,50,31,41,36,46,9.84,0,0,"4
"
35,45,50,31,41,36,47,9.83,0,0,"4
"
35,45,45,35,41,36,47,9.86,0,0,"4
"
35,41,45,35,47,36,50,9.79,0,0,"4
"
31,41,45,35,47,36,50,9.78,0,0,"4
"
31,41,52,33,44,38,50,9.86,0,0,"4
"
38,40,52,33,44,38,48,9.91,0,0,"4
"
38,40,48,33,44,37,48,9.87,0,0,"4
"
38,38,48,33,46,37,46,9.86,0,0,"4
"
35,38,48,33,46,37,46,9.85,0,0,"4
"
35,38,51,33,46,44,46,9.86,0,0,"4
"
35,41,51,33,40,44,47,9.79,0,0,"4
"
36,41,49,33,40,39,47,9.78,0,0,"4
"
36,43,49,36,43,39,47,9.76,0,0,"4
"
38,43,49,36,43,39,48,9.77,0,0,"4
"
38,43,49,33,43,38,48,9.78,0,0,"4
"
38,36,49,33,45,38,49,9.81,0,0,"4
"
33,36,49,33,45,38,49,9.77,0,0,"4
"
33,36,46,35,43,38,49,9.81,0,0,"4
"
37,38,46,35,43,38,48,9.84,0,0,"4
"
37,38,51,35,43,37,48,9.8,0,0,"4
"
37,41,51,35,45,37,50,9.8,0,0,"4
"
35,41,51,35,45,37,50,9.76,0,0,"4
"
35,41,49,33,45,39,50,9.79,0,0,"4
"
35,36,49,33,45,39,51,9.82,0,0,"4
"
37,36,51,33,45,35,51,9.81,0,0,"4
"
37,45,51,34,42,35,51,9.84,0,0,"4
"
33,45,51,34,42,35,46,9.85,0,0,"4
"
33,45,51,31,42,38,46,9.77,0,0,"4
"
33,38,51,31,47,38,50,9.75,0,0,"4
"
43,38,51,31,47,38,50,9.8,0,0,"4
"
43,38,52,35,47,39,50,9.85,0,0,"4
"
34,41,52,35,47,39,49,9.8,0,0,"4
"
34,41,48,32,47,39,49,9.84,0,0,"4
"
34,44,48,32,41,39,49,9.81,0,0,"4
"
36,44,48,32,41,39,48,9.79,0,0,"4
"
