Sx00cos,Sx00sin,Sx01cos,Sx01sin,Sx02cos,Sx02sin,Sx03cos,Sx03sin,Sx04cos,Sx04sin,Sx05cos,Sx05sin,Sx06cos,Sx06sin,Sx07cos,Sx07sin,Sx08cos,Sx08sin,Sx09cos,Sx09sin,r,cos,sin,z
31.8,0,25.24133262,18.33889657,9.208713842,28.34148178,-8.281645454,25.48831788,-21.03443386,15.28242756,-29.8,0,-23.46150621,-17.04575392,-9.51775023,-29.29253199,9.455889594,-29.10233929,26.37393147,-19.16183025,0.8,-0.17364782,0.984807816,36
32.2,0,25.72674286,18.69156766,9.208713842,28.34148178,-8.21984213,25.29810656,-21.03443386,15.28242756,-29.8,0,-23.29970271,-16.92819699,-9.579553803,-29.48274324,9.394086394,-28.91212792,26.21212821,-19.04427301,0.8,-0.17364782,0.984807816,36
32.2,0,26.37395652,19.16179578,9.146910393,28.15127049,-8.590662075,26.43937452,-20.38722051,14.81219902,-30,0,-23.13789922,-16.81064007,-9.826768095,-30.24358823,9.394086394,-28.91212792,25.56491517,-18.57404405,0.8,-0.17364782,0.984807816,36
32.2,0,26.69756335,19.39690984,9.023303496,27.77084792,-8.343448778,25.67852921,-20.87263053,15.16487042,-29.4,0,-23.13789922,-16.81064007,-9.950375241,-30.62401072,9.394086394,-28.91212792,25.07950539,-18.22137233,0.8,-0.17364782,0.984807816,36
31.6,0,26.53575994,19.27935281,9.27051729,28.53169307,-8.21984213,25.29810656,-21.35804054,15.51754183,-29.4,0,-23.46150621,-17.04575392,-10.19758953,-31.38485571,9.332283194,-28.72191655,24.75589887,-17.98625784,0.8,-0.17364782,0.984807816,36
31.2,0,26.53575994,19.27935281,9.146910393,28.15127049,-8.281645454,25.48831788,-21.68164721,15.7526561,-30,0,-23.94691668,-17.39842469,-9.950375241,-30.62401072,9.270479994,-28.53170518,24.91770213,-18.10381509,0.8,-0.17364782,0.984807816,36
30.2,0,26.05034969,18.92668172,9.208713842,28.34148178,-8.281645454,25.48831788,-22.32886056,16.22288464,-29.8,0,-23.6233097,-17.16331084,-9.888571668,-30.43379947,9.085070395,-27.96107108,25.24130865,-18.33892957,0.8,-0.17364782,0.984807816,36
29.6,0,25.88854628,18.80912469,9.085106945,27.9610592,-8.096235481,24.9176839,-23.29968059,16.92822745,-30,0,-23.46150621,-17.04575392,-9.888571668,-30.43379947,9.146873594,-28.15128245,25.24130865,-18.33892957,0.8,-0.17364782,0.984807816,36
29.6,0,25.72674286,18.69156766,9.394124188,28.91211564,-8.21984213,25.29810656,-23.46148392,17.04578458,-30.2,0,-23.6233097,-17.16331084,-9.703160949,-29.86316573,9.023267195,-27.77085971,25.72671843,-18.69160129,0.8,-0.17364782,0.984807816,36
29.4,0,25.88854628,18.80912469,9.27051729,28.53169307,-8.21984213,25.29810656,-23.62328726,17.16334172,-29.8,0,-23.29970271,-16.92819699,-9.51775023,-29.29253199,8.961463995,-27.58064834,26.37393147,-19.16183025,0.8,-0.17364782,0.984807816,36
29.4,0,25.72674286,18.69156766,9.394124188,28.91211564,-7.849022184,24.15683859,-23.62328726,17.16334172,-29,0,-23.13789922,-16.81064007,-9.579553803,-29.48274324,9.023267195,-27.77085971,25.56491517,-18.57404405,0.8,-0.17364782,0.984807816,36
30,0,25.88854628,18.80912469,9.332320739,28.72190435,-7.725415535,23.77641594,-22.97607391,16.69311318,-29.6,0,-23.6233097,-17.16331084,-9.641357376,-29.67295449,9.208676794,-28.34149382,25.88852169,-18.80915853,0.8,-0.17364782,0.984807816,36
30.6,0,25.88854628,18.80912469,9.394124188,28.91211564,-7.78721886,23.96662726,-23.13787725,16.81067031,-29.8,0,-23.78511319,-17.28086776,-9.51775023,-29.29253199,9.085070395,-27.96107108,26.05032495,-18.92671577,0.8,-0.17364782,0.984807816,36
30.8,0,25.88854628,18.80912469,9.146910393,28.15127049,-7.478202238,23.01557063,-22.65246724,16.45799891,-30,0,-23.78511319,-17.28086776,-9.455946657,-29.10232075,9.208676794,-28.34149382,25.72671843,-18.69160129,0.8,-0.17364782,0.984807816,36
30.8,0,25.40313604,18.4564536,9.27051729,28.53169307,-7.478202238,23.01557063,-22.32886056,16.22288464,-30.4,0,-23.94691668,-17.39842469,-9.579553803,-29.48274324,9.332283194,-28.72191655,24.91770213,-18.10381509,0.8,-0.17364782,0.984807816,36
31,0,25.56493945,18.57401063,9.208713842,28.34148178,-7.601808887,23.39599328,-22.32886056,16.22288464,-30.6,0,-24.10872017,-17.51598161,-9.641357376,-29.67295449,9.332283194,-28.72191655,25.24130865,-18.33892957,0.8,-0.17364782,0.984807816,36
30.2,0,25.56493945,18.57401063,9.27051729,28.53169307,-7.601808887,23.39599328,-21.84345055,15.87021323,-29.6,0,-24.27052366,-17.63353853,-9.764964522,-30.05337698,9.270479994,-28.53170518,24.59409561,-17.8687006,0.8,-0.17364782,0.984807816,36
30,0,25.72674286,18.69156766,9.27051729,28.53169307,-7.478202238,23.01557063,-20.71082719,15.04731329,-29.6,0,-24.27052366,-17.63353853,-9.826768095,-30.24358823,9.394086394,-28.91212792,24.43229235,-17.75114336,0.8,-0.17364782,0.984807816,36
30,0,25.24133262,18.33889657,9.455927636,29.10232693,-7.601808887,23.39599328,-20.38722051,14.81219902,-29.6,0,-23.94691668,-17.39842469,-9.703160949,-29.86316573,9.332283194,-28.72191655,23.7850793,-17.2809144,0.8,-0.17364782,0.984807816,36
29.6,0,25.56493945,18.57401063,9.332320739,28.72190435,-7.601808887,23.39599328,-19.74000716,14.34197048,-29.8,0,-23.78511319,-17.28086776,-9.579553803,-29.48274324,9.270479994,-28.53170518,24.27048909,-17.63358612,0.8,-0.17364782,0.984807816,36
29.4,0,25.56493945,18.57401063,9.517731085,29.29253821,-7.663612211,23.58620461,-19.9018105,14.45952761,-30.2,0,-23.29970271,-16.92819699,-9.51775023,-29.29253199,9.208676794,-28.34149382,24.43229235,-17.75114336,0.8,-0.17364782,0.984807816,36
30,0,25.40313604,18.4564536,9.455927636,29.10232693,-7.601808887,23.39599328,-19.9018105,14.45952761,-30.4,0,-22.81429224,-16.57552622,-9.51775023,-29.29253199,9.270479994,-28.53170518,24.75589887,-17.98625784,0.8,-0.17364782,0.984807816,36
30,0,25.40313604,18.4564536,9.455927636,29.10232693,-7.416398914,22.8253593,-20.38722051,14.81219902,-30,0,-22.81429224,-16.57552622,-9.579553803,-29.48274324,9.085070395,-27.96107108,25.24130865,-18.33892957,0.8,-0.17364782,0.984807816,36
30,0,26.05034969,18.92668172,9.27051729,28.53169307,-7.540005563,23.20578195,-20.87263053,15.16487042,-29.8,0,-22.65248875,-16.4579693,-9.641357376,-29.67295449,9.146873594,-28.15128245,26.05032495,-18.92671577,0.8,-0.17364782,0.984807816,36
30.4,0,25.88854628,18.80912469,9.394124188,28.91211564,-7.601808887,23.39599328,-21.1962372,15.39998469,-29.6,0,-22.49068526,-16.34041237,-9.703160949,-29.86316573,9.146873594,-28.15128245,25.72671843,-18.69160129,0.8,-0.17364782,0.984807816,36
30.4,0,26.21215311,19.04423875,9.27051729,28.53169307,-7.663612211,23.58620461,-21.03443386,15.28242756,-29.2,0,-22.49068526,-16.34041237,-9.826768095,-30.24358823,9.208676794,-28.34149382,25.72671843,-18.69160129,0.8,-0.17364782,0.984807816,36
29.8,0,26.37395652,19.16179578,9.332320739,28.72190435,-7.910825508,24.34704992,-21.51984388,15.63509896,-29.2,0,-22.81429224,-16.57552622,-9.826768095,-30.24358823,9.208676794,-28.34149382,25.72671843,-18.69160129,0.8,-0.17364782,0.984807816,36
30,0,26.37395652,19.16179578,9.517731085,29.29253821,-7.972628832,24.53726125,-22.16705722,16.1053275,-29.4,0,-22.65248875,-16.4579693,-9.826768095,-30.24358823,9.332283194,-28.72191655,25.56491517,-18.57404405,0.8,-0.17364782,0.984807816,36
28.8,0,26.53575994,19.27935281,8.961500047,27.58063663,-9.764925237,30.05338974,-20.54902385,14.92975615,-31.2,0,-23.6233097,-17.16331084,-9.332339511,-28.72189825,9.208676794,-28.34149382,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
30,0,27.02117018,19.63202389,8.899696599,27.39042534,-9.455908615,29.10233311,-21.03443386,15.28242756,-30.4,0,-23.29970271,-16.92819699,-9.394143084,-28.9121095,9.208676794,-28.34149382,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
29.8,0,27.50658042,19.98469498,8.83789315,27.20021406,-9.455908615,29.10233311,-21.03443386,15.28242756,-30,0,-23.29970271,-16.92819699,-9.394143084,-28.9121095,9.208676794,-28.34149382,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
29.6,0,27.02117018,19.63202389,8.899696599,27.39042534,-9.270498642,28.53169912,-21.35804054,15.51754183,-29.8,0,-22.97609573,-16.69308314,-9.270535938,-28.53168701,9.085070395,-27.96107108,28.63917712,-20.80763162,0.8,-0.342019768,0.939692757,36
29.8,0,27.18297359,19.74958092,8.899696599,27.39042534,-9.08508867,27.96106514,-21.35804054,15.51754183,-29.4,0,-22.65248875,-16.4579693,-9.208732366,-28.34147576,9.208676794,-28.34149382,28.96278364,-21.04274611,0.8,-0.342019768,0.939692757,36
30,0,27.02117018,19.63202389,8.83789315,27.20021406,-8.776072048,27.0100085,-21.1962372,15.39998469,-29.4,0,-22.32888177,-16.22285545,-9.455946657,-29.10232075,9.270479994,-28.53170518,28.96278364,-21.04274611,0.8,-0.342019768,0.939692757,36
29.2,0,26.53575994,19.27935281,8.83789315,27.20021406,-8.776072048,27.0100085,-20.38722051,14.81219902,-29.8,0,-22.16707828,-16.10529853,-9.51775023,-29.29253199,9.146873594,-28.15128245,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
29,0,26.37395652,19.16179578,8.83789315,27.20021406,-8.6524654,26.62958585,-20.38722051,14.81219902,-30.2,0,-22.49068526,-16.34041237,-9.332339511,-28.72189825,9.332283194,-28.72191655,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
29.6,0,26.69756335,19.39690984,8.83789315,27.20021406,-8.467055427,26.05895187,-19.9018105,14.45952761,-30.8,0,-22.65248875,-16.4579693,-9.641357376,-29.67295449,9.455889594,-29.10233929,28.63917712,-20.80763162,0.8,-0.342019768,0.939692757,36
29.6,0,26.53575994,19.27935281,8.652482804,26.62958019,-8.158038805,25.10789523,-19.74000716,14.34197048,-31.4,0,-22.32888177,-16.22285545,-9.826768095,-30.24358823,9.270479994,-28.53170518,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
29.6,0,26.53575994,19.27935281,8.776089702,27.01000277,-8.158038805,25.10789523,-20.38722051,14.81219902,-31.4,0,-22.49068526,-16.34041237,-9.888571668,-30.43379947,9.085070395,-27.96107108,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
29,0,26.53575994,19.27935281,9.023303496,27.77084792,-8.21984213,25.29810656,-20.38722051,14.81219902,-31,0,-22.49068526,-16.34041237,-9.764964522,-30.05337698,9.146873594,-28.15128245,27.83016082,-20.21984542,0.8,-0.342019768,0.939692757,36
29,0,26.21215311,19.04423875,9.085106945,27.9610592,-8.158038805,25.10789523,-20.71082719,15.04731329,-31,0,-22.00527479,-15.9877416,-9.950375241,-30.62401072,9.085070395,-27.96107108,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
28.4,0,26.05034969,18.92668172,9.085106945,27.9610592,-8.21984213,25.29810656,-20.71082719,15.04731329,-30.8,0,-21.51986431,-15.63507083,-9.826768095,-30.24358823,9.146873594,-28.15128245,27.83016082,-20.21984542,0.8,-0.342019768,0.939692757,36
27.6,0,25.40313604,18.4564536,9.27051729,28.53169307,-8.343448778,25.67852921,-21.35804054,15.51754183,-30.6,0,-22.49068526,-16.34041237,-9.703160949,-29.86316573,9.270479994,-28.53170518,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
27.4,0,25.07952921,18.22133954,9.27051729,28.53169307,-8.714268724,26.81979718,-21.03443386,15.28242756,-30.8,0,-22.32888177,-16.22285545,-9.641357376,-29.67295449,9.332283194,-28.72191655,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
27.8,0,25.07952921,18.22133954,9.023303496,27.77084792,-8.6524654,26.62958585,-21.1962372,15.39998469,-30.8,0,-21.8434713,-15.87018468,-9.579553803,-29.48274324,9.208676794,-28.34149382,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
27.6,0,24.91772579,18.10378251,9.085106945,27.9610592,-8.714268724,26.81979718,-20.87263053,15.16487042,-31,0,-21.6816678,-15.75262776,-9.455946657,-29.10232075,9.332283194,-28.72191655,27.66835756,-20.10228818,0.8,-0.342019768,0.939692757,36
27.6,0,24.91772579,18.10378251,9.085106945,27.9610592,-8.6524654,26.62958585,-21.35804054,15.51754183,-30.8,0,-22.16707828,-16.10529853,-9.208732366,-28.34147576,9.270479994,-28.53170518,26.53573473,-19.27938749,0.8,-0.342019768,0.939692757,36
28,0,25.72674286,18.69156766,9.146910393,28.15127049,-8.590662075,26.43937452,-21.1962372,15.39998469,-30.2,0,-21.51986431,-15.63507083,-9.394143084,-28.9121095,9.455889594,-29.10233929,26.05032495,-18.92671577,0.8,-0.342019768,0.939692757,36
28,0,26.21215311,19.04423875,9.023303496,27.77084792,-8.281645454,25.48831788,-21.51984388,15.63509896,-30,0,-21.51986431,-15.63507083,-9.641357376,-29.67295449,9.579495994,-29.48276202,26.21212821,-19.04427301,0.8,-0.342019768,0.939692757,36
28.2,0,26.53575994,19.27935281,9.023303496,27.77084792,-8.590662075,26.43937452,-22.00525389,15.98777037,-29.8,0,-22.32888177,-16.22285545,-9.826768095,-30.24358823,9.888511994,-30.43381886,25.56491517,-18.57404405,0.8,-0.342019768,0.939692757,36
28.8,0,26.05034969,18.92668172,9.085106945,27.9610592,-8.405252102,25.86874054,-22.00525389,15.98777037,-29.4,0,-22.49068526,-16.34041237,-10.01217881,-30.81422197,9.888511994,-30.43381886,25.56491517,-18.57404405,0.8,-0.342019768,0.939692757,36
29,0,26.21215311,19.04423875,9.085106945,27.9610592,-8.590662075,26.43937452,-21.68164721,15.7526561,-29.6,0,-22.00527479,-15.9877416,-10.19758953,-31.38485571,9.888511994,-30.43381886,26.37393147,-19.16183025,0.8,-0.342019768,0.939692757,36
29.8,0,25.88854628,18.80912469,8.961500047,27.58063663,-8.590662075,26.43937452,-21.68164721,15.7526561,-29.8,0,-21.6816678,-15.75262776,-9.950375241,-30.62401072,9.764905594,-30.05339613,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
29.2,0,25.40313604,18.4564536,8.899696599,27.39042534,-8.590662075,26.43937452,-21.68164721,15.7526561,-30.6,0,-21.8434713,-15.87018468,-9.826768095,-30.24358823,9.641299194,-29.67297339,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
29,0,25.24133262,18.33889657,8.961500047,27.58063663,-8.281645454,25.48831788,-21.03443386,15.28242756,-30.8,0,-21.35806082,-15.51751391,-9.764964522,-30.05337698,9.517692794,-29.29255065,27.5065543,-19.98473094,0.8,-0.342019768,0.939692757,36
29,0,25.72674286,18.69156766,8.899696599,27.39042534,-8.21984213,25.29810656,-21.35804054,15.51754183,-30.8,0,-21.51986431,-15.63507083,-9.579553803,-29.48274324,9.394086394,-28.91212792,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
29.2,0,25.88854628,18.80912469,8.961500047,27.58063663,-8.158038805,25.10789523,-21.51984388,15.63509896,-30.6,0,-21.6816678,-15.75262776,-9.579553803,-29.48274324,9.517692794,-29.29255065,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
29,0,26.21215311,19.04423875,9.085106945,27.9610592,-8.034432157,24.72747257,-22.00525389,15.98777037,-30.4,0,-22.00527479,-15.9877416,-9.579553803,-29.48274324,9.455889594,-29.10233929,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
29.6,0,26.37395652,19.16179578,9.146910393,28.15127049,-8.096235481,24.9176839,-22.4906639,16.34044177,-29.4,0,-21.8434713,-15.87018468,-9.455946657,-29.10232075,9.517692794,-29.29255065,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
28.6,0,26.37395652,19.16179578,9.023303496,27.77084792,-8.034432157,24.72747257,-22.81427057,16.57555604,-29.4,0,-22.00527479,-15.9877416,-9.332339511,-28.72189825,9.332283194,-28.72191655,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
29,0,26.37395652,19.16179578,9.085106945,27.9610592,-8.281645454,25.48831788,-22.97607391,16.69311318,-29.2,0,-21.8434713,-15.87018468,-9.332339511,-28.72189825,9.394086394,-28.91212792,27.5065543,-19.98473094,0.8,-0.342019768,0.939692757,36
29.6,0,26.37395652,19.16179578,9.085106945,27.9610592,-8.281645454,25.48831788,-23.29968059,16.92822745,-29.2,0,-21.6816678,-15.75262776,-9.332339511,-28.72189825,9.270479994,-28.53170518,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
29.6,0,26.21215311,19.04423875,9.208713842,28.34148178,-8.467055427,26.05895187,-23.13787725,16.81067031,-29.4,0,-21.8434713,-15.87018468,-9.394143084,-28.9121095,9.455889594,-29.10233929,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
29.8,0,26.37395652,19.16179578,9.146910393,28.15127049,-8.405252102,25.86874054,-22.65246724,16.45799891,-29,0,-22.16707828,-16.10529853,-9.51775023,-29.29253199,9.455889594,-29.10233929,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
31,0,26.37395652,19.16179578,9.27051729,28.53169307,-8.467055427,26.05895187,-22.97607391,16.69311318,-29.4,0,-22.49068526,-16.34041237,-9.764964522,-30.05337698,9.641299194,-29.67297339,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
30.2,0,26.69756335,19.39690984,9.146910393,28.15127049,-8.405252102,25.86874054,-22.65246724,16.45799891,-29.4,0,-22.16707828,-16.10529853,-9.764964522,-30.05337698,9.641299194,-29.67297339,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
29.8,0,26.21215311,19.04423875,9.27051729,28.53169307,-8.6524654,26.62958585,-22.32886056,16.22288464,-29.4,0,-22.32888177,-16.22285545,-9.764964522,-30.05337698,9.455889594,-29.10233929,27.02114452,-19.63205922,0.8,-0.342019768,0.939692757,36
30.2,0,26.21215311,19.04423875,9.023303496,27.77084792,-8.714268724,26.81979718,-21.68164721,15.7526561,-29.6,0,-22.65248875,-16.4579693,-10.19758953,-31.38485571,9.146873594,-28.15128245,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
30.2,0,25.88854628,18.80912469,9.146910393,28.15127049,-9.146891994,28.15127647,-22.16705722,16.1053275,-30.2,0,-22.32888177,-16.22285545,-10.32119668,-31.7652782,9.023267195,-27.77085971,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
30.6,0,25.72674286,18.69156766,9.085106945,27.9610592,-9.394105291,28.91212178,-22.4906639,16.34044177,-29.8,0,-22.16707828,-16.10529853,-10.38300025,-31.95548945,8.961463995,-27.58064834,26.69753799,-19.39694473,0.8,-0.342019768,0.939692757,36
31.4,0,25.88854628,18.80912469,9.146910393,28.15127049,-9.641318588,29.67296709,-22.97607391,16.69311318,-29.4,0,-22.65248875,-16.4579693,-10.87742883,-33.47717942,8.899660795,-27.39043698,27.02114452,-19.63205922,0.8,-0.342019768,0.939692757,36
31,0,26.05034969,18.92668172,8.961500047,27.58063663,-9.270498642,28.53169912,-22.97607391,16.69311318,-28.8,0,-23.13789922,-16.81064007,-11.00103598,-33.85760191,9.023267195,-27.77085971,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
30.6,0,25.88854628,18.80912469,8.83789315,27.20021406,-9.51771194,29.29254443,-23.29968059,16.92822745,-28.6,0,-22.81429224,-16.57552622,-10.69201812,-32.90654568,9.085070395,-27.96107108,26.69753799,-19.39694473,0.8,-0.342019768,0.939692757,36
30.8,0,26.05034969,18.92668172,8.83789315,27.20021406,-9.270498642,28.53169912,-23.29968059,16.92822745,-28.4,0,-22.81429224,-16.57552622,-10.63021454,-32.71633443,9.023267195,-27.77085971,27.02114452,-19.63205922,0.8,-0.342019768,0.939692757,36
30.8,0,26.21215311,19.04423875,8.83789315,27.20021406,-9.332301967,28.72191045,-23.13787725,16.81067031,-28.8,0,-22.65248875,-16.4579693,-10.63021454,-32.71633443,8.961463995,-27.58064834,27.5065543,-19.98473094,0.8,-0.342019768,0.939692757,36
30.2,0,25.88854628,18.80912469,8.776089702,27.01000277,-9.023285345,27.77085381,-22.65246724,16.45799891,-29.2,0,-22.32888177,-16.22285545,-10.25939311,-31.57506695,8.776054395,-27.01001424,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
30.8,0,26.05034969,18.92668172,8.776089702,27.01000277,-9.394105291,28.91212178,-23.13787725,16.81067031,-29.6,0,-21.8434713,-15.87018468,-10.01217881,-30.81422197,8.776054395,-27.01001424,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
30,0,26.37395652,19.16179578,8.961500047,27.58063663,-9.08508867,27.96106514,-23.46148392,17.04578458,-29,0,-22.00527479,-15.9877416,-10.19758953,-31.38485571,8.899660795,-27.39043698,27.66835756,-20.10228818,0.8,-0.342019768,0.939692757,36
30,0,26.69756335,19.39690984,8.961500047,27.58063663,-8.776072048,27.0100085,-22.65246724,16.45799891,-29,0,-22.16707828,-16.10529853,-10.19758953,-31.38485571,9.023267195,-27.77085971,27.34475104,-19.8671737,0.8,-0.342019768,0.939692757,36
28.4,0,26.53575994,19.27935281,9.146910393,28.15127049,-8.590662075,26.43937452,-22.65246724,16.45799891,-29,0,-22.16707828,-16.10529853,-10.13578596,-31.19464446,9.270479994,-28.53170518,27.18294778,-19.74961646,0.8,-0.342019768,0.939692757,36
28.8,0,26.21215311,19.04423875,9.023303496,27.77084792,-8.837875372,27.20021983,-22.65246724,16.45799891,-28.6,0,-22.32888177,-16.22285545,-10.25939311,-31.57506695,9.517692794,-29.29255065,27.66835756,-20.10228818,0.8,-0.342019768,0.939692757,36
27.8,0,26.05034969,18.92668172,8.899696599,27.39042534,-8.837875372,27.20021983,-22.4906639,16.34044177,-28.8,0,-22.49068526,-16.34041237,-10.38300025,-31.95548945,9.641299194,-29.67297339,28.47737386,-20.69007438,0.8,-0.342019768,0.939692757,36
28,0,25.88854628,18.80912469,8.899696599,27.39042534,-9.08508867,27.96106514,-22.32886056,16.22288464,-29.2,0,-22.32888177,-16.22285545,-10.5066074,-32.33591194,9.950315194,-30.62403023,27.83016082,-20.21984542,0.8,-0.342019768,0.939692757,36
27.6,0,25.88854628,18.80912469,8.83789315,27.20021406,-9.208695318,28.3414878,-22.97607391,16.69311318,-28.8,0,-22.00527479,-15.9877416,-10.38300025,-31.95548945,9.950315194,-30.62403023,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
27.8,0,26.37395652,19.16179578,8.83789315,27.20021406,-9.455908615,29.10233311,-22.4906639,16.34044177,-28.8,0,-22.00527479,-15.9877416,-10.5066074,-32.33591194,9.826708794,-30.24360749,28.3155706,-20.57251714,0.8,-0.342019768,0.939692757,36
27.4,0,26.85936676,19.51446687,9.023303496,27.77084792,-9.455908615,29.10233311,-22.81427057,16.57555604,-29.4,0,-22.00527479,-15.9877416,-10.44480382,-32.14570069,10.01211839,-30.8142416,28.15376734,-20.4549599,0.8,-0.342019768,0.939692757,36
27,0,27.18297359,19.74958092,9.023303496,27.77084792,-9.08508867,27.96106514,-22.32886056,16.22288464,-29.4,0,-21.51986431,-15.63507083,-10.56841097,-32.52612319,10.01211839,-30.8142416,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
26.8,0,27.18297359,19.74958092,8.83789315,27.20021406,-9.023285345,27.77085381,-22.32886056,16.22288464,-29.8,0,-21.35806082,-15.51751391,-10.5066074,-32.33591194,9.764905594,-30.05339613,27.99196408,-20.33740266,0.8,-0.342019768,0.939692757,36
26.8,0,27.02117018,19.63202389,8.714286253,26.81979148,-9.270498642,28.53169912,-22.32886056,16.22288464,-30.4,0,-21.6816678,-15.75262776,-10.56841097,-32.52612319,9.826708794,-30.24360749,27.66835756,-20.10228818,0.8,-0.342019768,0.939692757,36
27.4,0,27.18297359,19.74958092,8.652482804,26.62958019,-9.023285345,27.77085381,-22.32886056,16.22288464,-30,0,-21.6816678,-15.75262776,-10.38300025,-31.95548945,9.888511994,-30.43381886,26.85934126,-19.51450198,0.8,-0.342019768,0.939692757,36
27,0,27.18297359,19.74958092,8.590679356,26.43936891,-9.023285345,27.77085381,-22.00525389,15.98777037,-30,0,-22.00527479,-15.9877416,-10.25939311,-31.57506695,9.579495994,-29.48276202,26.37393147,-19.16183025,0.8,-0.342019768,0.939692757,36
27.8,0,27.02117018,19.63202389,8.714286253,26.81979148,-9.332301967,28.72191045,-22.4906639,16.34044177,-30,0,-22.49068526,-16.34041237,-10.19758953,-31.38485571,9.517692794,-29.29255065,25.88852169,-18.80915853,0.8,-0.342019768,0.939692757,36
28.6,0,25.72674286,18.69156766,7.663627627,23.5861996,-9.332301967,28.72191045,-19.74000716,14.34197048,-30.4,0,-22.97609573,-16.69308314,-9.950375241,-30.62401072,9.332283194,-28.72191655,25.88852169,-18.80915853,0.8,-0.499999623,0.866025622,36
28.6,0,25.88854628,18.80912469,7.478217281,23.01556574,-9.455908615,29.10233311,-20.54902385,14.92975615,-30.6,0,-23.29970271,-16.92819699,-9.641357376,-29.67295449,9.517692794,-29.29255065,26.69753799,-19.39694473,0.8,-0.499999623,0.866025622,36
29,0,26.37395652,19.16179578,7.478217281,23.01556574,-9.146891994,28.15127647,-21.1962372,15.39998469,-30.8,0,-23.46150621,-17.04575392,-9.270535938,-28.53168701,9.579495994,-29.48276202,27.02114452,-19.63205922,0.8,-0.499999623,0.866025622,36
29.2,0,26.85936676,19.51446687,7.478217281,23.01556574,-8.837875372,27.20021983,-21.03443386,15.28242756,-31.6,0,-24.27052366,-17.63353853,-8.837910928,-27.20020828,9.764905594,-30.05339613,27.02114452,-19.63205922,0.8,-0.499999623,0.866025622,36
29.4,0,27.34477701,19.86713795,7.292806935,22.44493188,-8.590662075,26.43937452,-21.84345055,15.87021323,-32,0,-24.10872017,-17.51598161,-8.590696636,-26.43936329,9.764905594,-30.05339613,26.53573473,-19.27938749,0.8,-0.499999623,0.866025622,36
29.4,0,27.34477701,19.86713795,7.292806935,22.44493188,-8.899678697,27.39043116,-22.00525389,15.98777037,-32,0,-24.10872017,-17.51598161,-8.837910928,-27.20020828,9.764905594,-30.05339613,26.05032495,-18.92671577,0.8,-0.499999623,0.866025622,36
30,0,27.34477701,19.86713795,7.416413832,22.82535445,-8.776072048,27.0100085,-21.68164721,15.7526561,-32.2,0,-24.10872017,-17.51598161,-8.837910928,-27.20020828,9.703102394,-29.86318476,25.40311191,-18.45648681,0.8,-0.499999623,0.866025622,36
30.2,0,27.02117018,19.63202389,7.416413832,22.82535445,-8.961482021,27.58064249,-21.1962372,15.39998469,-32,0,-24.10872017,-17.51598161,-8.899714501,-27.39041953,9.517692794,-29.29255065,24.27048909,-17.63358612,0.8,-0.499999623,0.866025622,36
29.6,0,27.34477701,19.86713795,7.354610384,22.63514317,-9.08508867,27.96106514,-21.51984388,15.63509896,-31.8,0,-24.27052366,-17.63353853,-9.08512522,-27.96105327,9.394086394,-28.91212792,24.43229235,-17.75114336,0.8,-0.499999623,0.866025622,36
29.2,0,27.02117018,19.63202389,7.354610384,22.63514317,-9.08508867,27.96106514,-20.87263053,15.16487042,-31.4,0,-24.59413064,-17.86865238,-9.146928793,-28.15126451,9.703102394,-29.86318476,24.91770213,-18.10381509,0.8,-0.499999623,0.866025622,36
